,UF,Renda Salarial(R$),Acesso a internet em Domicílio,Acesso a internet em Microcomputador,Acesso a internet em Celular,Acesso a internet em 3G 4G,Classe
99279,Pernambuco,800,Sim,Sim,Sim,Sim,média_baixa
99280,Pernambuco,1325,Sim,Sim,Sim,Não,média_baixa
99281,Pernambuco,947,Sim,Sim,Sim,Não,média_baixa
99283,Pernambuco,375,Sim,Não,Sim,Sim,baixa
99289,Pernambuco,600,Sim,Sim,Sim,Sim,média_baixa
99291,Pernambuco,486,Sim,Não,Sim,Sim,baixa
99295,Pernambuco,1000,Sim,Não,Sim,Não,média_baixa
99307,Pernambuco,1233,Sim,Sim,Sim,Sim,média_baixa
99308,Pernambuco,5850,Sim,Não,Sim,Sim,alta
99315,Pernambuco,1900,Sim,Sim,Sim,Sim,média
99317,Pernambuco,967,Sim,Sim,Sim,Sim,média_baixa
99319,Pernambuco,900,Sim,Sim,Sim,Sim,média_baixa
99326,Pernambuco,1300,Sim,Sim,Sim,Sim,média_baixa
99329,Pernambuco,1666,Sim,Sim,Sim,Sim,média
99331,Pernambuco,1433,Sim,Sim,Sim,Sim,média_baixa
99333,Pernambuco,300,Sim,Sim,Sim,Sim,baixa
99334,Pernambuco,1100,Sim,Não,Sim,Sim,média_baixa
99337,Pernambuco,1000,Sim,Sim,Sim,Não,média_baixa
99341,Pernambuco,1340,Sim,Sim,Sim,Sim,média_baixa
99342,Pernambuco,896,Sim,Sim,Sim,Sim,média_baixa
99347,Pernambuco,1500,Sim,Sim,Sim,Sim,média_baixa
99362,Pernambuco,413,Sim,Sim,Sim,Sim,baixa
99363,Pernambuco,450,Sim,Não,Sim,Sim,baixa
99366,Pernambuco,250,Sim,Não,Sim,Sim,baixa
99367,Pernambuco,322,Sim,Não,Sim,Sim,baixa
99368,Pernambuco,750,Sim,Sim,Sim,Sim,média_baixa
99376,Pernambuco,367,Sim,Não,Sim,Sim,baixa
99380,Pernambuco,1625,Sim,Sim,Sim,Sim,média
99381,Pernambuco,833,Sim,Sim,Sim,Sim,média_baixa
99382,Pernambuco,1600,Sim,Sim,Sim,Sim,média
99383,Pernambuco,500,Sim,Sim,Sim,Sim,baixa
99385,Pernambuco,1733,Sim,Sim,Sim,Sim,média
99386,Pernambuco,262,Sim,Não,Sim,Sim,baixa
99387,Pernambuco,1166,Sim,Sim,Sim,Não,média_baixa
99388,Pernambuco,500,Sim,Sim,Sim,Não,baixa
99389,Pernambuco,650,Sim,Sim,Sim,Não,média_baixa
99390,Pernambuco,500,Sim,Sim,Sim,Sim,baixa
99391,Pernambuco,1450,Sim,Sim,Sim,Não,média_baixa
99394,Pernambuco,1333,Sim,Sim,Sim,Não,média_baixa
99395,Pernambuco,1433,Sim,Sim,Sim,Não,média_baixa
99397,Pernambuco,1500,Sim,Sim,Sim,Não,média_baixa
99398,Pernambuco,1494,Sim,Sim,Sim,Sim,média_baixa
99399,Pernambuco,625,Sim,Sim,Sim,Sim,média_baixa
99400,Pernambuco,1057,Sim,Sim,Sim,Não,média_baixa
99401,Pernambuco,750,Sim,Sim,Sim,Sim,média_baixa
99404,Pernambuco,662,Sim,Não,Sim,Sim,média_baixa
99405,Pernambuco,833,Sim,Não,Não,Não,média_baixa
99407,Pernambuco,2050,Sim,Sim,Sim,Sim,média
99409,Pernambuco,847,Sim,Sim,Sim,Sim,média_baixa
99410,Pernambuco,1576,Sim,Não,Sim,Sim,média
99411,Pernambuco,333,Sim,Sim,Sim,Não,baixa
99414,Pernambuco,1576,Sim,Sim,Sim,Não,média
99416,Pernambuco,312,Sim,Não,Sim,Sim,baixa
99418,Pernambuco,495,Sim,Sim,Sim,Sim,baixa
99419,Pernambuco,230,Sim,Sim,Sim,Sim,baixa
99421,Pernambuco,2200,Sim,Não,Sim,Sim,média
99426,Pernambuco,1106,Sim,Sim,Sim,Sim,média_baixa
99427,Pernambuco,1250,Sim,Sim,Sim,Sim,média_baixa
99428,Pernambuco,1500,Sim,Sim,Sim,Sim,média_baixa
99429,Pernambuco,500,Sim,Sim,Sim,Sim,baixa
99430,Pernambuco,1060,Sim,Não,Sim,Sim,média_baixa
99432,Pernambuco,500,Sim,Sim,Sim,Sim,baixa
99433,Pernambuco,500,Sim,Não,Sim,Sim,baixa
99435,Pernambuco,1200,Sim,Não,Sim,Sim,média_baixa
99436,Pernambuco,1956,Sim,Não,Sim,Sim,média
99437,Pernambuco,845,Sim,Sim,Sim,Sim,média_baixa
99439,Pernambuco,800,Sim,Sim,Sim,Sim,média_baixa
99453,Pernambuco,5750,Sim,Sim,Sim,Não,alta
99454,Pernambuco,1500,Sim,Sim,Sim,Não,média_baixa
99455,Pernambuco,3550,Sim,Sim,Sim,Sim,alta
99459,Pernambuco,2477,Sim,Sim,Sim,Não,média
99460,Pernambuco,1248,Sim,Sim,Sim,Não,média_baixa
99461,Pernambuco,833,Sim,Sim,Sim,Sim,média_baixa
99462,Pernambuco,464,Sim,Sim,Sim,Não,baixa
99464,Pernambuco,394,Sim,Não,Sim,Sim,baixa
99465,Pernambuco,550,Sim,Sim,Sim,Não,média_baixa
99466,Pernambuco,1866,Sim,Sim,Não,Não,média
99468,Pernambuco,1105,Sim,Não,Sim,Não,média_baixa
99469,Pernambuco,1450,Sim,Sim,Sim,Sim,média_baixa
99470,Pernambuco,1272,Sim,Sim,Sim,Não,média_baixa
99471,Pernambuco,567,Sim,Sim,Sim,Não,média_baixa
99473,Pernambuco,4833,Sim,Sim,Não,Não,alta
99475,Pernambuco,417,Sim,Sim,Sim,Não,baixa
99477,Pernambuco,1333,Sim,Sim,Sim,Não,média_baixa
99478,Pernambuco,2666,Sim,Sim,Sim,Não,média
99479,Pernambuco,2500,Sim,Sim,Sim,Não,média
99484,Pernambuco,375,Sim,Não,Sim,Sim,baixa
99487,Pernambuco,1433,Sim,Sim,Sim,Não,média_baixa
99489,Pernambuco,1437,Sim,Não,Sim,Sim,média_baixa
99491,Pernambuco,983,Sim,Sim,Sim,Não,média_baixa
99494,Pernambuco,1313,Sim,Sim,Sim,Não,média_baixa
99495,Pernambuco,1775,Sim,Sim,Sim,Sim,média
99498,Pernambuco,2266,Sim,Sim,Sim,Não,média
99499,Pernambuco,900,Sim,Sim,Não,Não,média_baixa
99503,Pernambuco,670,Sim,Sim,Não,Não,média_baixa
99505,Pernambuco,375,Sim,Sim,Sim,Não,baixa
99508,Pernambuco,479,Sim,Sim,Sim,Sim,baixa
99511,Pernambuco,1350,Sim,Não,Sim,Sim,média_baixa
99516,Pernambuco,350,Sim,Não,Sim,Sim,baixa
99518,Pernambuco,400,Sim,Sim,Sim,Não,baixa
99521,Pernambuco,1100,Sim,Sim,Não,Não,média_baixa
99522,Pernambuco,1016,Sim,Sim,Sim,Não,média_baixa
99525,Pernambuco,1025,Sim,Sim,Sim,Sim,média_baixa
99526,Pernambuco,1625,Sim,Sim,Sim,Sim,média
99527,Pernambuco,475,Sim,Não,Sim,Sim,baixa
99528,Pernambuco,744,Sim,Sim,Não,Sim,média_baixa
99532,Pernambuco,8000,Sim,Sim,Sim,Sim,alta
99533,Pernambuco,2333,Sim,Sim,Sim,Sim,média
99535,Pernambuco,2300,Sim,Sim,Sim,Sim,média
99536,Pernambuco,1894,Sim,Sim,Sim,Não,média
99537,Pernambuco,6500,Sim,Sim,Sim,Sim,alta
99539,Pernambuco,6350,Sim,Sim,Sim,Sim,alta
99544,Pernambuco,500,Sim,Não,Sim,Sim,baixa
99545,Pernambuco,4350,Sim,Sim,Sim,Sim,alta
99546,Pernambuco,5400,Sim,Sim,Sim,Sim,alta
99551,Pernambuco,750,Sim,Sim,Sim,Sim,média_baixa
99553,Pernambuco,1250,Sim,Não,Sim,Sim,média_baixa
99556,Pernambuco,5000,Sim,Sim,Sim,Sim,alta
99557,Pernambuco,1220,Sim,Sim,Sim,Sim,média_baixa
99560,Pernambuco,733,Sim,Sim,Sim,Sim,média_baixa
99561,Pernambuco,1000,Sim,Sim,Sim,Sim,média_baixa
99564,Pernambuco,266,Sim,Não,Sim,Sim,baixa
99566,Pernambuco,366,Sim,Não,Sim,Sim,baixa
99569,Pernambuco,340,Sim,Não,Sim,Sim,baixa
99570,Pernambuco,1494,Sim,Sim,Sim,Sim,média_baixa
99571,Pernambuco,487,Sim,Sim,Sim,Sim,baixa
99576,Pernambuco,950,Sim,Sim,Sim,Sim,média_baixa
99577,Pernambuco,766,Sim,Sim,Sim,Sim,média_baixa
99579,Pernambuco,616,Sim,Sim,Sim,Sim,média_baixa
99580,Pernambuco,1600,Sim,Sim,Sim,Sim,média
99581,Pernambuco,1116,Sim,Não,Sim,Sim,média_baixa
99583,Pernambuco,300,Sim,Sim,Sim,Sim,baixa
99585,Pernambuco,775,Sim,Sim,Sim,Sim,média_baixa
99586,Pernambuco,396,Sim,Não,Sim,Sim,baixa
99587,Pernambuco,2350,Sim,Sim,Sim,Sim,média
99590,Pernambuco,550,Sim,Sim,Sim,Sim,média_baixa
99593,Pernambuco,1066,Sim,Sim,Sim,Sim,média_baixa
99594,Pernambuco,1200,Sim,Não,Sim,Sim,média_baixa
99596,Pernambuco,1200,Sim,Não,Sim,Sim,média_baixa
99597,Pernambuco,77,Sim,Não,Sim,Sim,baixa
99598,Pernambuco,1000,Sim,Sim,Sim,Não,média_baixa
99599,Pernambuco,1166,Sim,Sim,Não,Não,média_baixa
99600,Pernambuco,1266,Sim,Sim,Sim,Sim,média_baixa
99601,Pernambuco,1200,Sim,Não,Sim,Sim,média_baixa
99603,Pernambuco,600,Sim,Sim,Sim,Sim,média_baixa
99605,Pernambuco,450,Sim,Não,Sim,Sim,baixa
99606,Pernambuco,0,Sim,Sim,Sim,Sim,baixa
99607,Pernambuco,2333,Sim,Sim,Sim,Sim,média
99609,Pernambuco,566,Sim,Não,Sim,Sim,média_baixa
99612,Pernambuco,1250,Sim,Sim,Sim,Sim,média_baixa
99614,Pernambuco,600,Sim,Não,Sim,Sim,média_baixa
99616,Pernambuco,475,Sim,Sim,Sim,Sim,baixa
99617,Pernambuco,825,Sim,Sim,Sim,Sim,média_baixa
99618,Pernambuco,1166,Sim,Não,Sim,Sim,média_baixa
99619,Pernambuco,2700,Sim,Sim,Sim,Sim,média
99621,Pernambuco,475,Sim,Sim,Sim,Sim,baixa
99622,Pernambuco,600,Sim,Sim,Sim,Sim,média_baixa
99624,Pernambuco,1007,Sim,Sim,Sim,Sim,média_baixa
99627,Pernambuco,1116,Sim,Sim,Sim,Sim,média_baixa
99628,Pernambuco,283,Sim,Não,Sim,Sim,baixa
99629,Pernambuco,3100,Sim,Sim,Sim,Sim,alta
99631,Pernambuco,500,Sim,Sim,Sim,Sim,baixa
99632,Pernambuco,900,Sim,Não,Sim,Sim,média_baixa
99633,Pernambuco,1100,Sim,Sim,Sim,Sim,média_baixa
99634,Pernambuco,760,Sim,Sim,Sim,Sim,média_baixa
99639,Pernambuco,500,Sim,Sim,Sim,Não,baixa
99641,Pernambuco,673,Sim,Sim,Sim,Sim,média_baixa
99644,Pernambuco,2312,Sim,Sim,Sim,Sim,média
99646,Pernambuco,1000,Sim,Não,Sim,Sim,média_baixa
99647,Pernambuco,825,Sim,Sim,Sim,Sim,média_baixa
99648,Pernambuco,950,Sim,Sim,Sim,Sim,média_baixa
99650,Pernambuco,1250,Sim,Sim,Sim,Sim,média_baixa
99653,Pernambuco,1396,Sim,Sim,Sim,Sim,média_baixa
99654,Pernambuco,1794,Sim,Sim,Não,Sim,média
99655,Pernambuco,1666,Sim,Sim,Sim,Sim,média
99656,Pernambuco,110,Sim,Sim,Sim,Sim,baixa
99661,Pernambuco,2969,Sim,Não,Sim,Sim,média
99663,Pernambuco,1894,Sim,Sim,Sim,Sim,média
99664,Pernambuco,236,Sim,Sim,Sim,Sim,baixa
99665,Pernambuco,1700,Sim,Sim,Sim,Sim,média
99666,Pernambuco,1500,Sim,Sim,Sim,Sim,média_baixa
99668,Pernambuco,350,Sim,Sim,Sim,Sim,baixa
99671,Pernambuco,1375,Sim,Não,Sim,Sim,média_baixa
99672,Pernambuco,958,Sim,Não,Sim,Sim,média_baixa
99674,Pernambuco,2337,Sim,Sim,Sim,Sim,média
99675,Pernambuco,2500,Sim,Sim,Não,Não,média
99676,Pernambuco,994,Sim,Sim,Não,Não,média_baixa
99679,Pernambuco,2150,Sim,Sim,Sim,Sim,média
99681,Pernambuco,2740,Sim,Sim,Sim,Sim,média
99682,Pernambuco,5600,Sim,Sim,Sim,Sim,alta
99683,Pernambuco,1086,Sim,Não,Sim,Sim,média_baixa
99684,Pernambuco,1500,Sim,Sim,Sim,Sim,média_baixa
99685,Pernambuco,1862,Sim,Sim,Sim,Sim,média
99686,Pernambuco,3825,Sim,Sim,Sim,Sim,alta
99687,Pernambuco,612,Sim,Não,Sim,Sim,média_baixa
99689,Pernambuco,2000,Sim,Sim,Sim,Sim,média
99693,Pernambuco,759,Sim,Sim,Sim,Não,média_baixa
99694,Pernambuco,837,Sim,Sim,Sim,Não,média_baixa
99695,Pernambuco,1520,Sim,Não,Sim,Sim,média
99697,Pernambuco,950,Sim,Sim,Não,Não,média_baixa
99699,Pernambuco,262,Sim,Não,Sim,Não,baixa
99701,Pernambuco,350,Sim,Não,Sim,Sim,baixa
99704,Pernambuco,366,Sim,Sim,Sim,Não,baixa
99705,Pernambuco,1860,Sim,Sim,Sim,Sim,média
99707,Pernambuco,636,Sim,Sim,Não,Não,média_baixa
99708,Pernambuco,725,Sim,Sim,Sim,Sim,média_baixa
99710,Pernambuco,265,Sim,Sim,Não,Não,baixa
99711,Pernambuco,450,Sim,Não,Sim,Sim,baixa
99712,Pernambuco,504,Sim,Não,Sim,Sim,média_baixa
99714,Pernambuco,1260,Sim,Não,Sim,Sim,média_baixa
99715,Pernambuco,1440,Sim,Sim,Sim,Sim,média_baixa
99716,Pernambuco,563,Sim,Sim,Sim,Sim,média_baixa
99718,Pernambuco,833,Sim,Sim,Sim,Sim,média_baixa
99719,Pernambuco,2340,Sim,Sim,Sim,Sim,média
99720,Pernambuco,662,Sim,Sim,Sim,Não,média_baixa
99721,Pernambuco,2100,Sim,Sim,Sim,Sim,média
99723,Pernambuco,3350,Sim,Sim,Sim,Sim,alta
99724,Pernambuco,1147,Sim,Sim,Sim,Sim,média_baixa
99727,Pernambuco,444,Sim,Sim,Sim,Não,baixa
99730,Pernambuco,600,Sim,Não,Sim,Não,média_baixa
99731,Pernambuco,2000,Sim,Sim,Não,Não,média
99733,Pernambuco,850,Sim,Sim,Não,Não,média_baixa
99734,Pernambuco,1100,Sim,Sim,Não,Não,média_baixa
99735,Pernambuco,26,Sim,Não,Sim,Não,baixa
99736,Pernambuco,757,Sim,Sim,Não,Não,média_baixa
99739,Pernambuco,800,Sim,Sim,Não,Não,média_baixa
99740,Pernambuco,1250,Sim,Sim,Não,Não,média_baixa
99741,Pernambuco,904,Sim,Sim,Sim,Sim,média_baixa
99742,Pernambuco,891,Sim,Sim,Sim,Sim,média_baixa
99743,Pernambuco,1025,Sim,Não,Sim,Sim,média_baixa
99744,Pernambuco,3450,Sim,Sim,Sim,Sim,alta
99745,Pernambuco,394,Sim,Sim,Não,Não,baixa
99746,Pernambuco,792,Sim,Não,Sim,Sim,média_baixa
99747,Pernambuco,1465,Sim,Sim,Sim,Sim,média_baixa
99748,Pernambuco,2425,Sim,Sim,Sim,Sim,média
99749,Pernambuco,850,Sim,Sim,Sim,Sim,média_baixa
99751,Pernambuco,1475,Sim,Sim,Sim,Sim,média_baixa
99752,Pernambuco,1000,Sim,Sim,Sim,Sim,média_baixa
99753,Pernambuco,437,Sim,Sim,Sim,Sim,baixa
99755,Pernambuco,5000,Sim,Sim,Sim,Não,alta
99757,Pernambuco,450,Sim,Sim,Sim,Não,baixa
99758,Pernambuco,262,Sim,Não,Sim,Não,baixa
99763,Pernambuco,644,Sim,Sim,Sim,Sim,média_baixa
99764,Pernambuco,644,Sim,Sim,Não,Não,média_baixa
99768,Pernambuco,800,Sim,Sim,Sim,Sim,média_baixa
99770,Pernambuco,900,Sim,Não,Sim,Sim,média_baixa
99771,Pernambuco,400,Sim,Sim,Sim,Sim,baixa
99773,Pernambuco,400,Sim,Sim,Sim,Sim,baixa
99774,Pernambuco,1600,Sim,Sim,Sim,Sim,média
99775,Pernambuco,1492,Sim,Sim,Sim,Sim,média_baixa
99777,Pernambuco,725,Sim,Não,Sim,Sim,média_baixa
99780,Pernambuco,997,Sim,Não,Sim,Sim,média_baixa
99781,Pernambuco,386,Sim,Não,Sim,Sim,baixa
99782,Pernambuco,309,Sim,Não,Sim,Sim,baixa
99786,Pernambuco,445,Sim,Não,Sim,Sim,baixa
99787,Pernambuco,875,Sim,Sim,Não,Não,média_baixa
99796,Pernambuco,8400,Sim,Sim,Sim,Sim,alta
99797,Pernambuco,6100,Sim,Sim,Sim,Sim,alta
99798,Pernambuco,7500,Sim,Sim,Sim,Sim,alta
99800,Pernambuco,2500,Sim,Sim,Sim,Sim,média
99802,Pernambuco,6000,Sim,Sim,Sim,Sim,alta
99805,Pernambuco,1000,Sim,Sim,Sim,Sim,média_baixa
99806,Pernambuco,0,Sim,Sim,Não,Não,baixa
99807,Pernambuco,4066,Sim,Sim,Sim,Sim,alta
99808,Pernambuco,4100,Sim,Sim,Sim,Sim,alta
99810,Pernambuco,216,Sim,Não,Sim,Sim,baixa
99812,Pernambuco,516,Sim,Não,Sim,Sim,média_baixa
99813,Pernambuco,650,Sim,Sim,Sim,Sim,média_baixa
99814,Pernambuco,1396,Sim,Sim,Sim,Não,média_baixa
99815,Pernambuco,450,Sim,Sim,Sim,Sim,baixa
99817,Pernambuco,850,Sim,Não,Sim,Sim,média_baixa
99818,Pernambuco,560,Sim,Sim,Não,Não,média_baixa
99823,Pernambuco,1675,Sim,Sim,Sim,Sim,média
99826,Pernambuco,314,Sim,Não,Sim,Sim,baixa
99829,Pernambuco,684,Sim,Não,Sim,Sim,média_baixa
99831,Pernambuco,2500,Sim,Não,Sim,Sim,média
99832,Pernambuco,2250,Sim,Sim,Sim,Sim,média
99833,Pernambuco,1150,Sim,Não,Sim,Sim,média_baixa
99834,Pernambuco,1866,Sim,Sim,Sim,Sim,média
99835,Pernambuco,1300,Sim,Sim,Sim,Sim,média_baixa
99838,Pernambuco,760,Sim,Sim,Não,Não,média_baixa
99840,Pernambuco,500,Sim,Sim,Não,Não,baixa
99842,Pernambuco,1750,Sim,Sim,Sim,Sim,média
99844,Pernambuco,775,Sim,Sim,Não,Não,média_baixa
99845,Pernambuco,1012,Sim,Sim,Sim,Sim,média_baixa
99846,Pernambuco,788,Sim,Não,Sim,Sim,média_baixa
99847,Pernambuco,1444,Sim,Sim,Sim,Sim,média_baixa
99848,Pernambuco,660,Sim,Sim,Sim,Sim,média_baixa
99849,Pernambuco,1000,Sim,Sim,Sim,Sim,média_baixa
99851,Pernambuco,1000,Sim,Sim,Não,Não,média_baixa
99852,Pernambuco,966,Sim,Sim,Não,Não,média_baixa
99857,Pernambuco,627,Sim,Sim,Sim,Sim,média_baixa
99859,Pernambuco,500,Sim,Não,Sim,Sim,baixa
99861,Pernambuco,1250,Sim,Sim,Sim,Sim,média_baixa
99863,Pernambuco,1333,Sim,Sim,Sim,Sim,média_baixa
99866,Pernambuco,1499,Sim,Sim,Sim,Sim,média_baixa
99867,Pernambuco,625,Sim,Sim,Sim,Sim,média_baixa
99869,Pernambuco,1000,Sim,Sim,Sim,Não,média_baixa
99871,Pernambuco,1180,Sim,Sim,Sim,Sim,média_baixa
99874,Pernambuco,900,Sim,Sim,Sim,Sim,média_baixa
99883,Pernambuco,350,Sim,Sim,Sim,Sim,baixa
99885,Pernambuco,1733,Sim,Sim,Sim,Sim,média
99889,Pernambuco,1048,Sim,Sim,Sim,Sim,média_baixa
99890,Pernambuco,2925,Sim,Sim,Sim,Sim,média
99896,Pernambuco,1596,Sim,Sim,Sim,Sim,média
99898,Pernambuco,550,Sim,Sim,Sim,Sim,média_baixa
99900,Pernambuco,712,Sim,Sim,Não,Não,média_baixa
99906,Pernambuco,943,Sim,Sim,Sim,Não,média_baixa
99908,Pernambuco,633,Sim,Sim,Sim,Não,média_baixa
99909,Pernambuco,333,Sim,Sim,Sim,Não,baixa
99911,Pernambuco,10000,Sim,Sim,Sim,Sim,alta
99912,Pernambuco,10000,Sim,Sim,Sim,Sim,alta
99914,Pernambuco,1175,Sim,Sim,Sim,Não,média_baixa
99916,Pernambuco,500,Sim,Não,Sim,Sim,baixa
99917,Pernambuco,960,Sim,Sim,Sim,Não,média_baixa
99918,Pernambuco,18000,Sim,Sim,Sim,Sim,alta
99921,Pernambuco,1000,Sim,Sim,Sim,Não,média_baixa
99922,Pernambuco,3166,Sim,Sim,Sim,Não,alta
99924,Pernambuco,3500,Sim,Sim,Sim,Não,alta
99925,Pernambuco,2133,Sim,Sim,Sim,Não,média
99927,Pernambuco,3500,Sim,Sim,Sim,Não,alta
99929,Pernambuco,6500,Sim,Sim,Sim,Sim,alta
99930,Pernambuco,2666,Sim,Não,Sim,Não,média
99931,Pernambuco,2000,Sim,Sim,Sim,Não,média
99933,Pernambuco,2266,Sim,Sim,Sim,Não,média
99934,Pernambuco,2333,Sim,Sim,Sim,Não,média
99935,Pernambuco,6250,Sim,Sim,Sim,Sim,alta
99936,Pernambuco,2500,Sim,Sim,Sim,Não,média
99939,Pernambuco,1850,Sim,Sim,Sim,Não,média
99940,Pernambuco,4700,Sim,Sim,Sim,Sim,alta
99941,Pernambuco,875,Sim,Sim,Sim,Sim,média_baixa
99942,Pernambuco,1596,Sim,Sim,Sim,Sim,média
99943,Pernambuco,16000,Sim,Sim,Sim,Sim,alta
99947,Pernambuco,897,Sim,Sim,Sim,Sim,média_baixa
99950,Pernambuco,5000,Sim,Sim,Sim,Sim,alta
99951,Pernambuco,2816,Sim,Não,Sim,Sim,média
99953,Pernambuco,300,Sim,Sim,Sim,Sim,baixa
99955,Pernambuco,2788,Sim,Sim,Sim,Sim,média
99956,Pernambuco,1500,Sim,Sim,Sim,Sim,média_baixa
99957,Pernambuco,1000,Sim,Sim,Sim,Sim,média_baixa
99960,Pernambuco,394,Sim,Sim,Sim,Sim,baixa
99962,Pernambuco,4500,Sim,Sim,Sim,Sim,alta
99965,Pernambuco,307,Sim,Não,Sim,Sim,baixa
99968,Pernambuco,796,Sim,Sim,Sim,Sim,média_baixa
99971,Pernambuco,500,Sim,Sim,Não,Não,baixa
99972,Pernambuco,1833,Sim,Sim,Sim,Sim,média
99973,Pernambuco,1096,Sim,Não,Sim,Sim,média_baixa
99974,Pernambuco,450,Sim,Sim,Sim,Sim,baixa
99976,Pernambuco,387,Sim,Sim,Sim,Sim,baixa
99978,Pernambuco,897,Sim,Sim,Sim,Sim,média_baixa
99979,Pernambuco,600,Sim,Sim,Sim,Sim,média_baixa
99980,Pernambuco,455,Sim,Sim,Sim,Sim,baixa
99982,Pernambuco,1733,Sim,Sim,Sim,Sim,média
99983,Pernambuco,658,Sim,Sim,Sim,Sim,média_baixa
99984,Pernambuco,627,Sim,Sim,Sim,Sim,média_baixa
99987,Pernambuco,553,Sim,Não,Sim,Sim,média_baixa
99988,Pernambuco,929,Sim,Não,Sim,Sim,média_baixa
99989,Pernambuco,500,Sim,Não,Sim,Sim,baixa
99990,Pernambuco,844,Sim,Não,Sim,Sim,média_baixa
99992,Pernambuco,1250,Sim,Sim,Sim,Não,média_baixa
99993,Pernambuco,380,Sim,Não,Sim,Sim,baixa
99998,Pernambuco,650,Sim,Sim,Sim,Sim,média_baixa
99999,Pernambuco,800,Sim,Sim,Sim,Não,média_baixa
100001,Pernambuco,625,Sim,Sim,Sim,Não,média_baixa
100002,Pernambuco,220,Sim,Sim,Sim,Não,baixa
100003,Pernambuco,800,Sim,Não,Sim,Sim,média_baixa
100004,Pernambuco,530,Sim,Sim,Sim,Não,média_baixa
100005,Pernambuco,666,Sim,Não,Sim,Sim,média_baixa
100006,Pernambuco,800,Sim,Sim,Sim,Não,média_baixa
100009,Pernambuco,2800,Sim,Sim,Sim,Sim,média
100010,Pernambuco,950,Sim,Sim,Sim,Sim,média_baixa
100011,Pernambuco,600,Sim,Não,Sim,Sim,média_baixa
100012,Pernambuco,1125,Sim,Não,Sim,Sim,média_baixa
100013,Pernambuco,2000,Sim,Sim,Sim,Sim,média
100015,Pernambuco,850,Sim,Não,Sim,Sim,média_baixa
100016,Pernambuco,3000,Sim,Sim,Sim,Sim,média
100017,Pernambuco,788,Sim,Sim,Não,Não,média_baixa
100018,Pernambuco,1150,Sim,Não,Sim,Sim,média_baixa
100019,Pernambuco,4400,Sim,Sim,Sim,Sim,alta
100020,Pernambuco,537,Sim,Não,Sim,Sim,média_baixa
100021,Pernambuco,3800,Sim,Sim,Sim,Sim,alta
100024,Pernambuco,700,Sim,Sim,Sim,Sim,média_baixa
100025,Pernambuco,1300,Sim,Sim,Sim,Sim,média_baixa
100026,Pernambuco,500,Sim,Sim,Sim,Sim,baixa
100027,Pernambuco,955,Sim,Sim,Sim,Sim,média_baixa
100028,Pernambuco,2712,Sim,Sim,Sim,Sim,média
100029,Pernambuco,866,Sim,Sim,Não,Não,média_baixa
100030,Pernambuco,900,Sim,Sim,Sim,Sim,média_baixa
100031,Pernambuco,2460,Sim,Sim,Sim,Sim,média
100034,Pernambuco,1200,Sim,Sim,Sim,Sim,média_baixa
100035,Pernambuco,500,Sim,Sim,Sim,Sim,baixa
100036,Pernambuco,969,Sim,Sim,Sim,Sim,média_baixa
100038,Pernambuco,1007,Sim,Sim,Sim,Sim,média_baixa
100039,Pernambuco,1297,Sim,Não,Sim,Sim,média_baixa
100040,Pernambuco,2400,Sim,Sim,Sim,Sim,média
100042,Pernambuco,756,Sim,Sim,Sim,Sim,média_baixa
100043,Pernambuco,2000,Sim,Sim,Sim,Sim,média
100045,Pernambuco,1200,Sim,Sim,Sim,Sim,média_baixa
100046,Pernambuco,1175,Sim,Não,Sim,Sim,média_baixa
100050,Pernambuco,1195,Sim,Sim,Sim,Sim,média_baixa
100051,Pernambuco,500,Sim,Não,Sim,Sim,baixa
100052,Pernambuco,1666,Sim,Sim,Sim,Sim,média
100053,Pernambuco,2600,Sim,Sim,Sim,Sim,média
100055,Pernambuco,1900,Sim,Sim,Sim,Sim,média
100056,Pernambuco,1719,Sim,Sim,Sim,Sim,média
100057,Pernambuco,1025,Sim,Não,Sim,Sim,média_baixa
100058,Pernambuco,1950,Sim,Sim,Sim,Sim,média
100059,Pernambuco,700,Sim,Sim,Sim,Sim,média_baixa
100060,Pernambuco,2850,Sim,Sim,Sim,Sim,média
100061,Pernambuco,844,Sim,Não,Sim,Sim,média_baixa
100062,Pernambuco,920,Sim,Sim,Sim,Sim,média_baixa
100063,Pernambuco,1933,Sim,Sim,Sim,Não,média
100064,Pernambuco,675,Sim,Não,Sim,Não,média_baixa
100065,Pernambuco,729,Sim,Sim,Sim,Não,média_baixa
100066,Pernambuco,5000,Sim,Sim,Não,Não,alta
100070,Pernambuco,825,Sim,Não,Sim,Sim,média_baixa
100071,Pernambuco,225,Sim,Não,Sim,Sim,baixa
100073,Pernambuco,1550,Sim,Sim,Sim,Não,média
100074,Pernambuco,400,Sim,Sim,Sim,Não,baixa
100075,Pernambuco,1200,Sim,Sim,Não,Sim,média_baixa
100076,Pernambuco,1632,Sim,Não,Sim,Sim,média
100077,Pernambuco,970,Sim,Não,Sim,Sim,média_baixa
100078,Pernambuco,912,Sim,Sim,Sim,Não,média_baixa
100081,Pernambuco,500,Sim,Sim,Sim,Sim,baixa
100082,Pernambuco,375,Sim,Sim,Sim,Sim,baixa
100084,Pernambuco,625,Sim,Sim,Sim,Sim,média_baixa
100085,Pernambuco,666,Sim,Sim,Sim,Sim,média_baixa
100088,Pernambuco,1000,Sim,Não,Sim,Sim,média_baixa
