,UF,Renda Salarial(R$),Acesso a internet em Domicílio,Acesso a internet em Microcomputador,Acesso a internet em Celular,Acesso a internet em 3G 4G,Classe
142812,Maranhão,2800,Sim,Sim,Sim,Sim,média
142814,Maranhão,1240,Sim,Sim,Sim,Sim,média_baixa
142815,Maranhão,262,Sim,Não,Sim,Sim,baixa
142816,Maranhão,1666,Sim,Sim,Sim,Sim,média
142819,Maranhão,748,Sim,Não,Sim,Sim,média_baixa
142821,Maranhão,2833,Sim,Sim,Sim,Sim,média
142822,Maranhão,1000,Sim,Não,Sim,Sim,média_baixa
142823,Maranhão,1333,Sim,Sim,Sim,Sim,média_baixa
142825,Maranhão,1180,Sim,Sim,Sim,Sim,média_baixa
142827,Maranhão,947,Sim,Sim,Sim,Sim,média_baixa
142829,Maranhão,800,Sim,Sim,Sim,Não,média_baixa
142832,Maranhão,437,Sim,Não,Sim,Sim,baixa
142833,Maranhão,555,Sim,Não,Sim,Sim,média_baixa
142836,Maranhão,1666,Sim,Sim,Sim,Sim,média
142837,Maranhão,1200,Sim,Não,Sim,Sim,média_baixa
142841,Maranhão,675,Sim,Não,Sim,Sim,média_baixa
142842,Maranhão,1000,Sim,Sim,Sim,Sim,média_baixa
142843,Maranhão,230,Sim,Não,Sim,Sim,baixa
142851,Maranhão,1471,Sim,Sim,Sim,Sim,média_baixa
142852,Maranhão,762,Sim,Sim,Sim,Sim,média_baixa
142856,Maranhão,991,Sim,Sim,Sim,Sim,média_baixa
142858,Maranhão,1375,Sim,Sim,Sim,Sim,média_baixa
142860,Maranhão,1933,Sim,Sim,Sim,Sim,média
142861,Maranhão,1800,Sim,Sim,Sim,Sim,média
142863,Maranhão,1250,Sim,Sim,Sim,Não,média_baixa
142866,Maranhão,1400,Sim,Sim,Sim,Sim,média_baixa
142867,Maranhão,2833,Sim,Sim,Sim,Sim,média
142868,Maranhão,696,Sim,Não,Sim,Não,média_baixa
142869,Maranhão,300,Sim,Não,Sim,Sim,baixa
142870,Maranhão,197,Sim,Sim,Sim,Sim,baixa
142871,Maranhão,1000,Sim,Não,Sim,Sim,média_baixa
142872,Maranhão,478,Sim,Sim,Sim,Não,baixa
142875,Maranhão,1597,Sim,Sim,Sim,Sim,média
142878,Maranhão,1150,Sim,Sim,Sim,Sim,média_baixa
142879,Maranhão,2125,Sim,Sim,Sim,Sim,média
142880,Maranhão,700,Sim,Sim,Sim,Sim,média_baixa
142881,Maranhão,449,Sim,Não,Sim,Sim,baixa
142882,Maranhão,1516,Sim,Sim,Sim,Sim,média
142887,Maranhão,4500,Sim,Sim,Sim,Sim,alta
142890,Maranhão,304,Sim,Não,Sim,Sim,baixa
142897,Maranhão,800,Sim,Não,Sim,Sim,média_baixa
142902,Maranhão,2750,Sim,Sim,Sim,Não,média
142903,Maranhão,5435,Sim,Sim,Sim,Não,alta
142904,Maranhão,1072,Sim,Não,Sim,Não,média_baixa
142905,Maranhão,766,Sim,Sim,Sim,Não,média_baixa
142906,Maranhão,1800,Sim,Sim,Sim,Não,média
142910,Maranhão,1933,Sim,Sim,Sim,Sim,média
142911,Maranhão,1500,Sim,Sim,Sim,Sim,média_baixa
142913,Maranhão,1675,Sim,Sim,Sim,Sim,média
142922,Maranhão,2000,Sim,Sim,Sim,Sim,média
142924,Maranhão,336,Sim,Não,Sim,Sim,baixa
142925,Maranhão,1666,Sim,Sim,Sim,Sim,média
142928,Maranhão,994,Sim,Sim,Sim,Sim,média_baixa
142931,Maranhão,547,Sim,Sim,Sim,Não,média_baixa
142940,Maranhão,397,Sim,Sim,Não,Sim,baixa
142943,Maranhão,1119,Sim,Sim,Sim,Sim,média_baixa
142945,Maranhão,836,Sim,Sim,Sim,Sim,média_baixa
142947,Maranhão,126,Sim,Sim,Sim,Não,baixa
142948,Maranhão,738,Sim,Sim,Sim,Sim,média_baixa
142950,Maranhão,1200,Sim,Não,Sim,Sim,média_baixa
142951,Maranhão,247,Sim,Não,Sim,Não,baixa
142952,Maranhão,384,Sim,Sim,Sim,Não,baixa
142960,Maranhão,525,Sim,Sim,Sim,Sim,média_baixa
142962,Maranhão,575,Sim,Sim,Sim,Sim,média_baixa
142964,Maranhão,275,Sim,Sim,Sim,Não,baixa
142985,Maranhão,2972,Sim,Sim,Sim,Não,média
142988,Maranhão,450,Sim,Sim,Sim,Sim,baixa
142990,Maranhão,900,Sim,Sim,Sim,Sim,média_baixa
142992,Maranhão,1000,Sim,Não,Sim,Sim,média_baixa
142994,Maranhão,1000,Sim,Sim,Não,Não,média_baixa
142996,Maranhão,375,Sim,Sim,Sim,Não,baixa
142998,Maranhão,900,Sim,Não,Sim,Sim,média_baixa
143003,Maranhão,780,Sim,Sim,Sim,Sim,média_baixa
143005,Maranhão,3262,Sim,Sim,Sim,Sim,alta
143009,Maranhão,260,Sim,Sim,Sim,Sim,baixa
143010,Maranhão,1500,Sim,Sim,Não,Não,média_baixa
143017,Maranhão,1047,Sim,Sim,Sim,Sim,média_baixa
143018,Maranhão,1666,Sim,Sim,Sim,Sim,média
143022,Maranhão,2000,Sim,Não,Sim,Não,média
143023,Maranhão,695,Sim,Sim,Sim,Sim,média_baixa
143028,Maranhão,8250,Sim,Sim,Não,Não,alta
143029,Maranhão,500,Sim,Sim,Sim,Sim,baixa
143032,Maranhão,5000,Sim,Sim,Sim,Sim,alta
143033,Maranhão,3220,Sim,Sim,Sim,Sim,alta
143037,Maranhão,3000,Sim,Sim,Sim,Sim,média
143038,Maranhão,4000,Sim,Sim,Sim,Sim,alta
143040,Maranhão,15100,Sim,Sim,Sim,Sim,alta
143041,Maranhão,1750,Sim,Sim,Sim,Sim,média
143044,Maranhão,3400,Sim,Sim,Sim,Sim,alta
143046,Maranhão,20000,Sim,Sim,Sim,Sim,alta
143047,Maranhão,6894,Sim,Sim,Sim,Sim,alta
143048,Maranhão,9000,Sim,Sim,Sim,Sim,alta
143050,Maranhão,2364,Sim,Não,Sim,Sim,média
143051,Maranhão,3000,Sim,Sim,Sim,Sim,média
143053,Maranhão,14500,Sim,Sim,Sim,Sim,alta
143054,Maranhão,2290,Sim,Sim,Sim,Sim,média
143055,Maranhão,4600,Sim,Sim,Sim,Sim,alta
143056,Maranhão,300,Sim,Sim,Sim,Sim,baixa
143057,Maranhão,3100,Sim,Sim,Sim,Sim,alta
143058,Maranhão,2200,Sim,Não,Sim,Sim,média
143059,Maranhão,11000,Sim,Sim,Sim,Sim,alta
143062,Maranhão,1494,Sim,Sim,Sim,Sim,média_baixa
143073,Maranhão,2100,Sim,Sim,Sim,Sim,média
143076,Maranhão,3964,Sim,Sim,Sim,Sim,alta
143081,Maranhão,1285,Sim,Sim,Sim,Sim,média_baixa
143083,Maranhão,1180,Sim,Sim,Sim,Sim,média_baixa
143085,Maranhão,1375,Sim,Sim,Sim,Sim,média_baixa
143092,Maranhão,3600,Sim,Sim,Sim,Sim,alta
143094,Maranhão,1750,Sim,Sim,Sim,Sim,média
143095,Maranhão,375,Sim,Sim,Sim,Sim,baixa
143096,Maranhão,3400,Sim,Sim,Sim,Sim,alta
143097,Maranhão,3000,Sim,Sim,Sim,Sim,média
143104,Maranhão,1000,Sim,Sim,Não,Não,média_baixa
143105,Maranhão,1666,Sim,Sim,Sim,Sim,média
143106,Maranhão,2929,Sim,Sim,Sim,Sim,média
143108,Maranhão,1833,Sim,Sim,Sim,Sim,média
143109,Maranhão,1300,Sim,Sim,Sim,Sim,média_baixa
143111,Maranhão,1250,Sim,Sim,Sim,Sim,média_baixa
143116,Maranhão,2288,Sim,Sim,Não,Não,média
143117,Maranhão,1600,Sim,Não,Sim,Sim,média
143118,Maranhão,9220,Sim,Sim,Sim,Sim,alta
143121,Maranhão,2074,Sim,Sim,Sim,Não,média
143122,Maranhão,1500,Sim,Sim,Sim,Não,média_baixa
143123,Maranhão,788,Sim,Sim,Sim,Sim,média_baixa
143130,Maranhão,460,Sim,Sim,Sim,Sim,baixa
143131,Maranhão,1266,Sim,Sim,Sim,Sim,média_baixa
143134,Maranhão,700,Sim,Sim,Sim,Sim,média_baixa
143135,Maranhão,980,Sim,Sim,Sim,Sim,média_baixa
143138,Maranhão,1666,Sim,Sim,Sim,Sim,média
143139,Maranhão,933,Sim,Não,Sim,Sim,média_baixa
143140,Maranhão,1900,Sim,Não,Sim,Sim,média
143143,Maranhão,500,Sim,Sim,Sim,Não,baixa
143144,Maranhão,760,Sim,Não,Sim,Sim,média_baixa
143147,Maranhão,429,Sim,Sim,Sim,Sim,baixa
143150,Maranhão,2000,Sim,Sim,Sim,Sim,média
143151,Maranhão,4000,Sim,Sim,Sim,Sim,alta
143154,Maranhão,2116,Sim,Sim,Sim,Sim,média
143155,Maranhão,600,Sim,Não,Sim,Sim,média_baixa
143162,Maranhão,1500,Sim,Sim,Sim,Sim,média_baixa
143163,Maranhão,1700,Sim,Sim,Sim,Sim,média
143165,Maranhão,0,Sim,Sim,Sim,Sim,baixa
143166,Maranhão,788,Sim,Sim,Sim,Sim,média_baixa
143167,Maranhão,1050,Sim,Sim,Sim,Sim,média_baixa
143168,Maranhão,0,Sim,Sim,Sim,Sim,baixa
143169,Maranhão,0,Sim,Sim,Sim,Sim,baixa
143170,Maranhão,2500,Sim,Sim,Sim,Sim,média
143171,Maranhão,2100,Sim,Sim,Sim,Sim,média
143173,Maranhão,2750,Sim,Sim,Sim,Sim,média
143174,Maranhão,769,Sim,Sim,Sim,Sim,média_baixa
143176,Maranhão,4100,Sim,Sim,Sim,Sim,alta
143178,Maranhão,1833,Sim,Sim,Sim,Sim,média
143182,Maranhão,1200,Sim,Sim,Sim,Não,média_baixa
143186,Maranhão,394,Sim,Sim,Sim,Não,baixa
143187,Maranhão,1425,Sim,Sim,Sim,Não,média_baixa
143188,Maranhão,841,Sim,Sim,Sim,Não,média_baixa
143190,Maranhão,1310,Sim,Sim,Sim,Não,média_baixa
143191,Maranhão,1200,Sim,Não,Sim,Sim,média_baixa
143192,Maranhão,662,Sim,Sim,Sim,Não,média_baixa
143193,Maranhão,394,Sim,Sim,Sim,Sim,baixa
143195,Maranhão,0,Sim,Sim,Sim,Sim,baixa
143196,Maranhão,750,Sim,Sim,Sim,Não,média_baixa
143198,Maranhão,1929,Sim,Sim,Não,Não,média
143199,Maranhão,13400,Sim,Sim,Sim,Sim,alta
143201,Maranhão,1500,Sim,Sim,Não,Não,média_baixa
143204,Maranhão,6000,Sim,Sim,Sim,Sim,alta
143205,Maranhão,788,Sim,Sim,Sim,Sim,média_baixa
143209,Maranhão,2500,Sim,Sim,Não,Não,média
143210,Maranhão,3500,Sim,Sim,Sim,Sim,alta
143211,Maranhão,1580,Sim,Sim,Sim,Sim,média
143212,Maranhão,3845,Sim,Não,Sim,Sim,alta
143213,Maranhão,3125,Sim,Sim,Sim,Sim,alta
143214,Maranhão,2686,Sim,Sim,Sim,Sim,média
143217,Maranhão,2500,Sim,Não,Sim,Sim,média
143218,Maranhão,1385,Sim,Não,Sim,Sim,média_baixa
143219,Maranhão,1534,Sim,Não,Sim,Sim,média
143220,Maranhão,7750,Sim,Sim,Sim,Sim,alta
143221,Maranhão,8670,Sim,Sim,Sim,Sim,alta
143222,Maranhão,2893,Sim,Sim,Sim,Sim,média
143223,Maranhão,2930,Sim,Sim,Sim,Sim,média
143225,Maranhão,492,Sim,Sim,Sim,Sim,baixa
143226,Maranhão,10635,Sim,Sim,Sim,Sim,alta
143228,Maranhão,3466,Sim,Sim,Sim,Sim,alta
143229,Maranhão,6470,Sim,Sim,Sim,Sim,alta
143233,Maranhão,3860,Sim,Sim,Sim,Sim,alta
143234,Maranhão,1570,Sim,Sim,Sim,Sim,média
143238,Maranhão,2000,Sim,Sim,Sim,Não,média
143239,Maranhão,0,Sim,Sim,Sim,Sim,baixa
143240,Maranhão,6000,Sim,Sim,Sim,Não,alta
143244,Maranhão,1250,Sim,Sim,Sim,Sim,média_baixa
143245,Maranhão,1788,Sim,Sim,Não,Não,média
143246,Maranhão,2600,Sim,Sim,Sim,Não,média
143248,Maranhão,1166,Sim,Sim,Sim,Não,média_baixa
143249,Maranhão,9000,Sim,Sim,Não,Não,alta
143251,Maranhão,2100,Sim,Sim,Não,Não,média
143252,Maranhão,0,Sim,Sim,Sim,Não,baixa
143253,Maranhão,4000,Sim,Sim,Não,Não,alta
143254,Maranhão,3000,Sim,Sim,Não,Não,média
143256,Maranhão,1666,Sim,Sim,Sim,Sim,média
143257,Maranhão,1600,Sim,Sim,Sim,Sim,média
143260,Maranhão,3800,Sim,Sim,Sim,Sim,alta
143261,Maranhão,0,Sim,Sim,Sim,Não,baixa
143263,Maranhão,7000,Sim,Sim,Sim,Não,alta
143264,Maranhão,0,Sim,Sim,Sim,Sim,baixa
143265,Maranhão,3850,Sim,Sim,Sim,Sim,alta
143266,Maranhão,0,Sim,Sim,Sim,Sim,baixa
143267,Maranhão,2400,Sim,Sim,Não,Não,média
143268,Maranhão,4250,Sim,Sim,Sim,Não,alta
143270,Maranhão,5750,Sim,Sim,Sim,Sim,alta
143272,Maranhão,10200,Sim,Sim,Sim,Sim,alta
143273,Maranhão,12000,Sim,Sim,Sim,Não,alta
143274,Maranhão,7295,Sim,Sim,Sim,Não,alta
143277,Maranhão,2833,Sim,Sim,Sim,Não,média
143279,Maranhão,0,Sim,Sim,Sim,Não,baixa
143283,Maranhão,1300,Sim,Sim,Sim,Sim,média_baixa
143284,Maranhão,1044,Sim,Sim,Sim,Sim,média_baixa
143286,Maranhão,1663,Sim,Sim,Sim,Sim,média
143287,Maranhão,1520,Sim,Sim,Sim,Sim,média
143289,Maranhão,1890,Sim,Sim,Sim,Sim,média
143294,Maranhão,3800,Sim,Sim,Sim,Sim,alta
143296,Maranhão,1580,Sim,Sim,Sim,Sim,média
143297,Maranhão,897,Sim,Sim,Sim,Sim,média_baixa
143303,Maranhão,1544,Sim,Não,Sim,Não,média
143305,Maranhão,400,Sim,Sim,Sim,Sim,baixa
143307,Maranhão,4000,Sim,Sim,Sim,Não,alta
143308,Maranhão,2900,Sim,Sim,Sim,Não,média
143309,Maranhão,733,Sim,Sim,Sim,Não,média_baixa
143314,Maranhão,806,Sim,Não,Sim,Sim,média_baixa
143319,Maranhão,1800,Sim,Sim,Sim,Sim,média
143321,Maranhão,800,Sim,Sim,Sim,Sim,média_baixa
143322,Maranhão,4000,Sim,Não,Sim,Sim,alta
143323,Maranhão,4154,Sim,Sim,Sim,Sim,alta
143324,Maranhão,825,Sim,Não,Sim,Sim,média_baixa
143327,Maranhão,500,Sim,Sim,Sim,Sim,baixa
143329,Maranhão,900,Sim,Sim,Sim,Sim,média_baixa
143330,Maranhão,2144,Sim,Sim,Sim,Sim,média
143333,Maranhão,2666,Sim,Sim,Sim,Sim,média
143337,Maranhão,1572,Sim,Sim,Sim,Sim,média
143338,Maranhão,700,Sim,Não,Sim,Sim,média_baixa
143339,Maranhão,994,Sim,Sim,Sim,Sim,média_baixa
143340,Maranhão,1400,Sim,Sim,Sim,Sim,média_baixa
143342,Maranhão,625,Sim,Sim,Sim,Sim,média_baixa
143344,Maranhão,722,Sim,Sim,Sim,Não,média_baixa
143345,Maranhão,3500,Sim,Sim,Sim,Sim,alta
143346,Maranhão,1000,Sim,Não,Sim,Não,média_baixa
143348,Maranhão,7000,Sim,Sim,Sim,Sim,alta
143349,Maranhão,2100,Sim,Não,Sim,Sim,média
143352,Maranhão,4000,Sim,Não,Sim,Sim,alta
143353,Maranhão,875,Sim,Sim,Sim,Sim,média_baixa
143355,Maranhão,2333,Sim,Sim,Sim,Sim,média
143356,Maranhão,1000,Sim,Não,Sim,Sim,média_baixa
143358,Maranhão,1500,Sim,Sim,Sim,Sim,média_baixa
143359,Maranhão,2050,Sim,Não,Sim,Sim,média
143363,Maranhão,748,Sim,Sim,Sim,Sim,média_baixa
143364,Maranhão,2000,Sim,Sim,Sim,Sim,média
143365,Maranhão,4125,Sim,Sim,Sim,Sim,alta
143367,Maranhão,2685,Sim,Sim,Sim,Sim,média
143368,Maranhão,2000,Sim,Sim,Sim,Sim,média
143369,Maranhão,3133,Sim,Sim,Sim,Sim,alta
143371,Maranhão,1512,Sim,Sim,Sim,Sim,média
143372,Maranhão,1535,Sim,Sim,Sim,Sim,média
143375,Maranhão,200,Sim,Não,Sim,Sim,baixa
143376,Maranhão,242,Sim,Não,Sim,Sim,baixa
143380,Maranhão,1450,Sim,Sim,Sim,Sim,média_baixa
143382,Maranhão,1623,Sim,Não,Sim,Sim,média
143385,Maranhão,465,Sim,Sim,Sim,Sim,baixa
143386,Maranhão,1286,Sim,Sim,Sim,Sim,média_baixa
143389,Maranhão,1153,Sim,Sim,Sim,Sim,média_baixa
143390,Maranhão,4100,Sim,Sim,Sim,Sim,alta
143391,Maranhão,565,Sim,Sim,Sim,Sim,média_baixa
143393,Maranhão,522,Sim,Sim,Sim,Sim,média_baixa
143394,Maranhão,1040,Sim,Sim,Sim,Sim,média_baixa
143399,Maranhão,3000,Sim,Sim,Sim,Sim,média
143400,Maranhão,2666,Sim,Sim,Sim,Não,média
143402,Maranhão,788,Sim,Não,Sim,Sim,média_baixa
143403,Maranhão,1275,Sim,Sim,Sim,Não,média_baixa
143404,Maranhão,1000,Sim,Não,Sim,Não,média_baixa
143406,Maranhão,1094,Sim,Sim,Sim,Sim,média_baixa
143407,Maranhão,525,Sim,Sim,Sim,Sim,média_baixa
143408,Maranhão,1850,Sim,Não,Sim,Sim,média
143410,Maranhão,5394,Sim,Sim,Sim,Não,alta
143411,Maranhão,800,Sim,Não,Sim,Sim,média_baixa
143414,Maranhão,692,Sim,Não,Sim,Sim,média_baixa
143415,Maranhão,2666,Sim,Sim,Sim,Sim,média
143417,Maranhão,1000,Sim,Sim,Sim,Sim,média_baixa
143422,Maranhão,1297,Sim,Sim,Sim,Sim,média_baixa
143425,Maranhão,880,Sim,Sim,Sim,Sim,média_baixa
143428,Maranhão,4100,Sim,Sim,Sim,Sim,alta
143429,Maranhão,456,Sim,Não,Sim,Sim,baixa
143430,Maranhão,1500,Sim,Sim,Sim,Sim,média_baixa
143431,Maranhão,1700,Sim,Não,Sim,Sim,média
143433,Maranhão,500,Sim,Sim,Sim,Sim,baixa
143434,Maranhão,3203,Sim,Sim,Não,Não,alta
143439,Maranhão,1625,Sim,Sim,Sim,Sim,média
143442,Maranhão,0,Sim,Não,Sim,Sim,baixa
143443,Maranhão,9000,Sim,Sim,Sim,Sim,alta
143450,Maranhão,650,Sim,Sim,Sim,Sim,média_baixa
143451,Maranhão,1000,Sim,Não,Sim,Sim,média_baixa
143452,Maranhão,266,Sim,Sim,Sim,Sim,baixa
143460,Maranhão,2000,Sim,Sim,Sim,Sim,média
143461,Maranhão,608,Sim,Sim,Não,Não,média_baixa
143467,Maranhão,3600,Sim,Sim,Sim,Sim,alta
143469,Maranhão,3600,Sim,Sim,Sim,Sim,alta
143477,Maranhão,1700,Sim,Sim,Sim,Não,média
143478,Maranhão,1057,Sim,Sim,Sim,Sim,média_baixa
143481,Maranhão,5000,Sim,Sim,Sim,Não,alta
143484,Maranhão,796,Sim,Sim,Sim,Não,média_baixa
143485,Maranhão,547,Sim,Sim,Sim,Não,média_baixa
143486,Maranhão,848,Sim,Sim,Sim,Sim,média_baixa
143490,Maranhão,1894,Sim,Sim,Sim,Sim,média
143492,Maranhão,4000,Sim,Sim,Sim,Sim,alta
143493,Maranhão,1029,Sim,Sim,Sim,Sim,média_baixa
143494,Maranhão,3333,Sim,Sim,Sim,Sim,alta
143496,Maranhão,1480,Sim,Sim,Sim,Sim,média_baixa
143497,Maranhão,1125,Sim,Não,Sim,Sim,média_baixa
143499,Maranhão,530,Sim,Sim,Sim,Sim,média_baixa
143500,Maranhão,1700,Sim,Sim,Sim,Sim,média
143501,Maranhão,2400,Sim,Sim,Sim,Sim,média
143503,Maranhão,1144,Sim,Não,Sim,Sim,média_baixa
143506,Maranhão,16750,Sim,Sim,Sim,Sim,alta
143514,Maranhão,1459,Sim,Sim,Sim,Sim,média_baixa
143515,Maranhão,1188,Sim,Sim,Sim,Sim,média_baixa
143516,Maranhão,1144,Sim,Sim,Sim,Sim,média_baixa
143521,Maranhão,1212,Sim,Sim,Sim,Sim,média_baixa
143524,Maranhão,1166,Sim,Não,Sim,Sim,média_baixa
143527,Maranhão,950,Sim,Não,Sim,Sim,média_baixa
143528,Maranhão,2166,Sim,Sim,Sim,Sim,média
143529,Maranhão,1094,Sim,Não,Sim,Sim,média_baixa
143530,Maranhão,560,Sim,Não,Sim,Sim,média_baixa
143531,Maranhão,547,Sim,Não,Sim,Sim,média_baixa
143533,Maranhão,933,Sim,Não,Sim,Sim,média_baixa
143535,Maranhão,865,Sim,Não,Sim,Sim,média_baixa
143536,Maranhão,1260,Sim,Sim,Sim,Sim,média_baixa
143537,Maranhão,283,Sim,Sim,Sim,Sim,baixa
143538,Maranhão,933,Sim,Sim,Sim,Sim,média_baixa
143543,Maranhão,2200,Sim,Sim,Sim,Sim,média
143546,Maranhão,400,Sim,Sim,Sim,Sim,baixa
143556,Maranhão,4000,Sim,Sim,Sim,Sim,alta
143558,Maranhão,850,Sim,Sim,Sim,Sim,média_baixa
143559,Maranhão,1593,Sim,Sim,Sim,Sim,média
143564,Maranhão,1626,Sim,Sim,Sim,Não,média
143565,Maranhão,900,Sim,Sim,Sim,Sim,média_baixa
143566,Maranhão,900,Sim,Não,Sim,Sim,média_baixa
143567,Maranhão,240,Sim,Sim,Sim,Sim,baixa
143568,Maranhão,1850,Sim,Sim,Não,Sim,média
143569,Maranhão,450,Sim,Sim,Sim,Sim,baixa
143570,Maranhão,1162,Sim,Não,Sim,Sim,média_baixa
143571,Maranhão,600,Sim,Não,Sim,Sim,média_baixa
143572,Maranhão,600,Sim,Não,Sim,Não,média_baixa
143574,Maranhão,1220,Sim,Sim,Sim,Sim,média_baixa
143577,Maranhão,688,Sim,Sim,Sim,Não,média_baixa
143579,Maranhão,662,Sim,Sim,Sim,Não,média_baixa
143581,Maranhão,2333,Sim,Sim,Sim,Não,média
143583,Maranhão,997,Sim,Sim,Sim,Não,média_baixa
143585,Maranhão,1333,Sim,Sim,Sim,Não,média_baixa
143587,Maranhão,1200,Sim,Sim,Sim,Não,média_baixa
143588,Maranhão,2050,Sim,Sim,Sim,Não,média
143589,Maranhão,969,Sim,Sim,Sim,Não,média_baixa
143591,Maranhão,1533,Sim,Sim,Sim,Não,média
143592,Maranhão,482,Sim,Sim,Sim,Não,baixa
143593,Maranhão,1100,Sim,Não,Sim,Sim,média_baixa
143594,Maranhão,773,Sim,Não,Sim,Sim,média_baixa
143595,Maranhão,1444,Sim,Sim,Sim,Não,média_baixa
143596,Maranhão,825,Sim,Sim,Sim,Sim,média_baixa
143597,Maranhão,1460,Sim,Não,Sim,Não,média_baixa
143598,Maranhão,2250,Sim,Não,Sim,Não,média
143601,Maranhão,1125,Sim,Não,Sim,Não,média_baixa
143602,Maranhão,2475,Sim,Sim,Sim,Sim,média
143604,Maranhão,1300,Sim,Sim,Sim,Não,média_baixa
143606,Maranhão,1937,Sim,Sim,Sim,Sim,média
143609,Maranhão,3683,Sim,Sim,Sim,Sim,alta
143610,Maranhão,3250,Sim,Não,Sim,Sim,alta
143611,Maranhão,1500,Sim,Sim,Sim,Sim,média_baixa
143613,Maranhão,1170,Sim,Sim,Sim,Sim,média_baixa
143614,Maranhão,1308,Sim,Sim,Sim,Sim,média_baixa
143616,Maranhão,2025,Sim,Sim,Não,Não,média
143618,Maranhão,1675,Sim,Sim,Sim,Não,média
143619,Maranhão,1000,Sim,Sim,Sim,Não,média_baixa
143620,Maranhão,7300,Sim,Sim,Sim,Não,alta
143621,Maranhão,4500,Sim,Sim,Sim,Não,alta
143622,Maranhão,3900,Sim,Sim,Sim,Não,alta
143624,Maranhão,7875,Sim,Sim,Sim,Não,alta
143625,Maranhão,1875,Sim,Sim,Sim,Não,média
143626,Maranhão,7000,Sim,Sim,Sim,Não,alta
143627,Maranhão,500,Sim,Sim,Sim,Não,baixa
143629,Maranhão,1625,Sim,Sim,Sim,Sim,média
143631,Maranhão,3750,Sim,Sim,Sim,Sim,alta
143633,Maranhão,4472,Sim,Sim,Sim,Sim,alta
143634,Maranhão,4250,Sim,Sim,Sim,Sim,alta
143635,Maranhão,7660,Sim,Sim,Sim,Sim,alta
143636,Maranhão,1833,Sim,Sim,Sim,Sim,média
143637,Maranhão,5075,Sim,Sim,Sim,Sim,alta
143638,Maranhão,846,Sim,Não,Sim,Sim,média_baixa
143640,Maranhão,197,Sim,Não,Sim,Sim,baixa
143641,Maranhão,860,Sim,Não,Sim,Sim,média_baixa
143642,Maranhão,950,Sim,Sim,Sim,Sim,média_baixa
143643,Maranhão,389,Sim,Sim,Sim,Não,baixa
143648,Maranhão,1976,Sim,Não,Sim,Sim,média
143649,Maranhão,841,Sim,Não,Sim,Sim,média_baixa
143650,Maranhão,788,Sim,Sim,Sim,Sim,média_baixa
143651,Maranhão,262,Sim,Sim,Sim,Não,baixa
143652,Maranhão,281,Sim,Não,Sim,Sim,baixa
143653,Maranhão,500,Sim,Sim,Sim,Não,baixa
143655,Maranhão,2500,Sim,Sim,Sim,Sim,média
143656,Maranhão,700,Sim,Sim,Sim,Sim,média_baixa
143657,Maranhão,694,Sim,Sim,Sim,Sim,média_baixa
143658,Maranhão,1666,Sim,Sim,Sim,Não,média
143661,Maranhão,1895,Sim,Sim,Sim,Sim,média
143663,Maranhão,500,Sim,Sim,Não,Não,baixa
143667,Maranhão,1100,Sim,Não,Sim,Sim,média_baixa
143668,Maranhão,697,Sim,Não,Sim,Sim,média_baixa
143669,Maranhão,3900,Sim,Sim,Sim,Sim,alta
143670,Maranhão,2320,Sim,Sim,Sim,Sim,média
143673,Maranhão,2450,Sim,Não,Sim,Sim,média
143674,Maranhão,4000,Sim,Sim,Sim,Não,alta
143675,Maranhão,1894,Sim,Sim,Sim,Sim,média
143677,Maranhão,4250,Sim,Sim,Sim,Sim,alta
143678,Maranhão,1844,Sim,Sim,Sim,Sim,média
143679,Maranhão,3500,Sim,Sim,Sim,Sim,alta
143680,Maranhão,2929,Sim,Sim,Sim,Sim,média
143681,Maranhão,6750,Sim,Sim,Sim,Sim,alta
143682,Maranhão,5800,Sim,Sim,Sim,Sim,alta
143683,Maranhão,1940,Sim,Sim,Sim,Sim,média
143684,Maranhão,2640,Sim,Sim,Sim,Não,média
143685,Maranhão,3500,Sim,Sim,Sim,Sim,alta
143686,Maranhão,7000,Sim,Sim,Sim,Sim,alta
143689,Maranhão,1125,Sim,Não,Sim,Não,média_baixa
143690,Maranhão,1594,Sim,Sim,Sim,Não,média
143691,Maranhão,2000,Sim,Sim,Sim,Não,média
143692,Maranhão,500,Sim,Sim,Sim,Não,baixa
143693,Maranhão,2300,Sim,Não,Sim,Sim,média
143699,Maranhão,2250,Sim,Não,Sim,Sim,média
143706,Maranhão,575,Sim,Sim,Sim,Sim,média_baixa
143708,Maranhão,900,Sim,Não,Sim,Sim,média_baixa
143709,Maranhão,1566,Sim,Sim,Sim,Sim,média
143710,Maranhão,1449,Sim,Não,Sim,Sim,média_baixa
143714,Maranhão,1750,Sim,Sim,Sim,Sim,média
143715,Maranhão,394,Sim,Sim,Sim,Sim,baixa
143717,Maranhão,1000,Sim,Não,Sim,Não,média_baixa
143721,Maranhão,857,Sim,Sim,Sim,Sim,média_baixa
143722,Maranhão,500,Sim,Sim,Sim,Sim,baixa
143726,Maranhão,894,Sim,Sim,Não,Não,média_baixa
143729,Maranhão,2000,Sim,Não,Sim,Sim,média
143730,Maranhão,2183,Sim,Sim,Sim,Sim,média
143732,Maranhão,394,Sim,Não,Sim,Sim,baixa
143734,Maranhão,925,Sim,Sim,Sim,Sim,média_baixa
143736,Maranhão,1500,Sim,Sim,Sim,Sim,média_baixa
