,UF,Renda Salarial(R$),Acesso a internet em Domicílio,Acesso a internet em Microcomputador,Acesso a internet em Celular,Acesso a internet em 3G 4G
103553,São Paulo,9100,Sim,Não,Não,Sim
103555,São Paulo,550,Sim,Não,Não,Não
103556,São Paulo,725,Sim,Não,Não,Não
103557,São Paulo,947,Sim,Não,Não,Sim
103558,São Paulo,958,Sim,Não,Não,Não
103564,São Paulo,5640,Sim,Não,Não,Não
103565,São Paulo,875,Sim,Não,Não,Não
103569,São Paulo,525,Sim,Sim,Não,Não
103570,São Paulo,300,Sim,Não,Não,Não
103572,São Paulo,1850,Sim,Não,Não,Não
103573,São Paulo,2481,Sim,Não,Não,Não
103575,São Paulo,1133,Sim,Não,Não,Não
103577,São Paulo,2316,Sim,Não,Não,Não
103578,São Paulo,666,Sim,Não,Não,Não
103580,São Paulo,485,Sim,Sim,Não,Não
103581,São Paulo,933,Sim,Sim,Não,Não
103582,São Paulo,300,Sim,Não,Não,Não
103583,São Paulo,1175,Sim,Não,Não,Não
103585,São Paulo,400,Sim,Não,Não,Não
103587,São Paulo,1866,Sim,Não,Não,Não
103588,São Paulo,1988,Sim,Não,Não,Não
103589,São Paulo,3790,Sim,Não,Não,Não
103591,São Paulo,1418,Sim,Não,Não,Não
103594,São Paulo,1675,Sim,Não,Não,Não
103596,São Paulo,1875,Sim,Não,Não,Não
103597,São Paulo,472,Sim,Sim,Não,Não
103603,São Paulo,1004,Sim,Não,Não,Sim
103606,São Paulo,929,Sim,Sim,Não,Sim
103610,São Paulo,197,Sim,Sim,Não,Sim
103613,São Paulo,1400,Sim,Não,Não,Não
103614,São Paulo,275,Sim,Não,Não,Não
103615,São Paulo,2350,Sim,Não,Não,Não
103616,São Paulo,866,Sim,Não,Não,Não
103618,São Paulo,1150,Sim,Não,Não,Não
103619,São Paulo,1075,Sim,Não,Não,Não
103621,São Paulo,1377,Sim,Não,Não,Não
103623,São Paulo,1900,Sim,Não,Não,Não
103626,São Paulo,1466,Sim,Não,Não,Não
103627,São Paulo,1225,Sim,Não,Não,Não
103628,São Paulo,2000,Sim,Não,Não,Não
103629,São Paulo,715,Sim,Não,Não,Não
103632,São Paulo,1450,Sim,Não,Não,Sim
103634,São Paulo,944,Sim,Não,Não,Sim
103636,São Paulo,2370,Sim,Sim,Não,Não
103637,São Paulo,1200,Sim,Não,Não,Sim
103639,São Paulo,1500,Sim,Não,Sim,Sim
103641,São Paulo,2933,Sim,Não,Não,Sim
103642,São Paulo,3000,Sim,Sim,Não,Sim
103648,São Paulo,750,Sim,Sim,Não,Não
103650,São Paulo,875,Sim,Não,Não,Não
103651,São Paulo,2000,Sim,Não,Sim,Sim
103653,São Paulo,1062,Sim,Não,Não,Não
103654,São Paulo,1528,Sim,Não,Não,Não
103656,São Paulo,4200,Sim,Sim,Não,Não
103657,São Paulo,600,Sim,Não,Não,Não
103660,São Paulo,1075,Sim,Não,Não,Não
103662,São Paulo,1192,Sim,Não,Não,Não
103663,São Paulo,1576,Sim,Não,Sim,Sim
103664,São Paulo,847,Sim,Não,Não,Não
103667,São Paulo,1000,Sim,Não,Não,Não
103668,São Paulo,825,Sim,Não,Não,Sim
103669,São Paulo,623,Sim,Não,Não,Sim
103671,São Paulo,600,Sim,Não,Não,Sim
103672,São Paulo,4000,Sim,Não,Não,Não
103673,São Paulo,750,Sim,Não,Não,Não
103676,São Paulo,2900,Sim,Sim,Não,Não
103678,São Paulo,900,Sim,Não,Não,Não
103679,São Paulo,750,Sim,Sim,Não,Sim
103680,São Paulo,400,Sim,Sim,Não,Não
103682,São Paulo,1007,Sim,Não,Não,Sim
103686,São Paulo,657,Sim,Sim,Não,Não
103687,São Paulo,2055,Sim,Sim,Não,Não
103690,São Paulo,1450,Sim,Não,Não,Sim
103691,São Paulo,1500,Sim,Sim,Não,Sim
103693,São Paulo,475,Sim,Não,Não,Não
103696,São Paulo,1400,Sim,Não,Não,Não
103697,São Paulo,400,Sim,Sim,Não,Não
103698,São Paulo,475,Sim,Sim,Não,Não
103699,São Paulo,947,Sim,Sim,Não,Não
103700,São Paulo,1133,Sim,Não,Não,Não
103702,São Paulo,1628,Sim,Não,Sim,Sim
103703,São Paulo,1500,Sim,Não,Não,Não
103705,São Paulo,0,Sim,Não,Não,Não
103707,São Paulo,794,Sim,Sim,Não,Não
103709,São Paulo,350,Sim,Sim,Não,Não
103710,São Paulo,1180,Sim,Não,Não,Não
103714,São Paulo,1550,Sim,Não,Não,Não
103715,São Paulo,1900,Sim,Não,Não,Não
103716,São Paulo,1250,Sim,Sim,Não,Não
103717,São Paulo,987,Sim,Sim,Não,Não
103718,São Paulo,2344,Sim,Sim,Não,Não
103719,São Paulo,450,Sim,Sim,Não,Não
103720,São Paulo,1262,Sim,Sim,Não,Não
103721,São Paulo,500,Sim,Sim,Não,Não
103722,São Paulo,1240,Sim,Não,Não,Não
103724,São Paulo,370,Sim,Sim,Não,Não
103729,São Paulo,1050,Sim,Não,Não,Não
103730,São Paulo,2260,Sim,Não,Não,Não
103731,São Paulo,1044,Sim,Não,Não,Não
103734,São Paulo,1500,Sim,Não,Não,Não
103738,São Paulo,3000,Sim,Não,Não,Não
103740,São Paulo,1166,Sim,Não,Não,Não
103745,São Paulo,1500,Sim,Não,Não,Não
103747,São Paulo,400,Sim,Não,Não,Não
103748,São Paulo,1700,Sim,Não,Não,Não
103749,São Paulo,1484,Sim,Não,Não,Não
103752,São Paulo,750,Sim,Não,Não,Não
103753,São Paulo,947,Sim,Não,Não,Não
103756,São Paulo,494,Sim,Sim,Não,Não
103757,São Paulo,1000,Sim,Sim,Não,Não
103758,São Paulo,650,Sim,Não,Não,Não
103760,São Paulo,700,Sim,Não,Não,Não
103762,São Paulo,1500,Sim,Não,Não,Não
103763,São Paulo,856,Sim,Não,Sim,Sim
103764,São Paulo,516,Sim,Não,Não,Não
103766,São Paulo,2266,Sim,Sim,Não,Não
103767,São Paulo,1750,Sim,Sim,Não,Não
103768,São Paulo,1000,Sim,Não,Não,Não
103769,São Paulo,1066,Sim,Sim,Não,Não
103770,São Paulo,540,Sim,Não,Não,Não
103772,São Paulo,3157,Sim,Não,Não,Não
103773,São Paulo,1353,Sim,Não,Não,Não
103774,São Paulo,2250,Sim,Não,Não,Não
103776,São Paulo,550,Sim,Não,Não,Não
103777,São Paulo,1175,Sim,Não,Não,Não
103778,São Paulo,1700,Sim,Sim,Não,Não
103779,São Paulo,533,Sim,Não,Não,Não
103780,São Paulo,2750,Sim,Não,Não,Não
103786,São Paulo,1266,Sim,Não,Não,Não
103788,São Paulo,989,Sim,Sim,Não,Não
103789,São Paulo,796,Sim,Não,Não,Não
103791,São Paulo,450,Sim,Sim,Não,Não
103792,São Paulo,1392,Sim,Sim,Não,Não
103797,São Paulo,433,Sim,Sim,Não,Não
103798,São Paulo,1066,Sim,Não,Não,Não
103799,São Paulo,1800,Sim,Não,Não,Não
103802,São Paulo,1394,Sim,Não,Não,Não
103804,São Paulo,166,Sim,Sim,Não,Não
103805,São Paulo,1344,Sim,Não,Não,Não
103807,São Paulo,800,Sim,Sim,Não,Não
103808,São Paulo,1050,Sim,Não,Sim,Não
103809,São Paulo,4100,Sim,Não,Sim,Sim
103810,São Paulo,737,Sim,Não,Não,Não
103811,São Paulo,1108,Sim,Não,Não,Não
103812,São Paulo,3875,Sim,Não,Não,Não
103814,São Paulo,650,Sim,Não,Não,Não
103815,São Paulo,1465,Sim,Não,Não,Não
103816,São Paulo,850,Sim,Não,Sim,Sim
103819,São Paulo,900,Sim,Não,Não,Não
103820,São Paulo,1440,Sim,Sim,Não,Não
103821,São Paulo,1350,Sim,Não,Não,Não
103824,São Paulo,783,Sim,Não,Não,Não
103825,São Paulo,1016,Sim,Não,Não,Sim
103826,São Paulo,1000,Sim,Não,Não,Não
103827,São Paulo,1100,Sim,Não,Não,Não
103829,São Paulo,790,Sim,Não,Não,Não
103830,São Paulo,1600,Sim,Não,Não,Sim
103832,São Paulo,550,Sim,Sim,Não,Não
103833,São Paulo,850,Sim,Sim,Não,Sim
103834,São Paulo,596,Sim,Não,Sim,Sim
103836,São Paulo,1475,Sim,Não,Não,Sim
103837,São Paulo,3050,Sim,Não,Não,Não
103838,São Paulo,1200,Sim,Sim,Não,Não
103839,São Paulo,1250,Sim,Não,Não,Sim
103840,São Paulo,2800,Sim,Não,Não,Sim
103842,São Paulo,1250,Sim,Não,Não,Não
103844,São Paulo,1850,Sim,Não,Não,Não
103845,São Paulo,266,Sim,Sim,Não,Não
103846,São Paulo,37,Sim,Sim,Não,Não
103847,São Paulo,1400,Sim,Não,Não,Não
103848,São Paulo,1033,Sim,Não,Não,Sim
103849,São Paulo,570,Sim,Não,Não,Não
103850,São Paulo,1009,Sim,Sim,Não,Não
103851,São Paulo,1750,Sim,Não,Não,Não
103852,São Paulo,430,Sim,Sim,Não,Não
103853,São Paulo,334,Sim,Não,Não,Sim
103854,São Paulo,700,Sim,Não,Não,Sim
103856,São Paulo,316,Sim,Sim,Não,Não
103857,São Paulo,1000,Sim,Não,Não,Não
103860,São Paulo,825,Sim,Não,Não,Não
103861,São Paulo,1000,Sim,Não,Não,Sim
103862,São Paulo,377,Sim,Não,Não,Sim
103863,São Paulo,817,Sim,Não,Não,Sim
103865,São Paulo,917,Sim,Não,Não,Sim
103866,São Paulo,0,Sim,Não,Não,Sim
103870,São Paulo,4550,Sim,Não,Não,Não
103872,São Paulo,291,Sim,Não,Não,Sim
103873,São Paulo,1296,Sim,Não,Sim,Sim
103874,São Paulo,950,Sim,Sim,Não,Não
103875,São Paulo,1900,Sim,Não,Não,Sim
103876,São Paulo,600,Sim,Não,Não,Não
103877,São Paulo,833,Sim,Sim,Não,Não
103878,São Paulo,5000,Sim,Não,Não,Não
103880,São Paulo,1660,Sim,Não,Não,Não
103881,São Paulo,1125,Sim,Não,Não,Não
103882,São Paulo,425,Sim,Não,Não,Sim
103885,São Paulo,1100,Sim,Sim,Não,Não
103887,São Paulo,640,Sim,Não,Sim,Sim
103889,São Paulo,420,Sim,Sim,Não,Sim
103890,São Paulo,1266,Sim,Não,Não,Não
103891,São Paulo,637,Sim,Não,Não,Não
103892,São Paulo,683,Sim,Não,Não,Não
103893,São Paulo,994,Sim,Sim,Não,Não
103896,São Paulo,629,Sim,Sim,Não,Não
103897,São Paulo,646,Sim,Não,Não,Não
103899,São Paulo,0,Sim,Não,Não,Não
103904,São Paulo,3000,Sim,Não,Não,Não
103905,São Paulo,1947,Sim,Não,Não,Não
103906,São Paulo,933,Sim,Não,Não,Não
103907,São Paulo,1322,Sim,Não,Não,Não
103910,São Paulo,1250,Sim,Não,Não,Sim
103912,São Paulo,1490,Sim,Não,Não,Não
103913,São Paulo,276,Sim,Não,Não,Não
103914,São Paulo,350,Sim,Sim,Não,Não
103916,São Paulo,700,Sim,Sim,Não,Não
103918,São Paulo,275,Sim,Não,Não,Não
103919,São Paulo,2675,Sim,Não,Não,Não
103920,São Paulo,240,Sim,Não,Não,Não
103921,São Paulo,500,Sim,Sim,Não,Não
103923,São Paulo,4150,Sim,Não,Não,Não
103924,São Paulo,875,Sim,Não,Não,Não
103925,São Paulo,8550,Sim,Não,Não,Não
103926,São Paulo,2940,Sim,Não,Não,Não
103927,São Paulo,0,Sim,Não,Não,Não
103928,São Paulo,1366,Sim,Não,Não,Não
103929,São Paulo,1431,Sim,Não,Não,Não
103930,São Paulo,4200,Sim,Não,Não,Não
103931,São Paulo,7400,Sim,Não,Não,Sim
103932,São Paulo,3000,Sim,Não,Não,Não
103933,São Paulo,8490,Sim,Não,Não,Sim
103934,São Paulo,9250,Sim,Não,Não,Não
103935,São Paulo,538,Sim,Não,Não,Não
103936,São Paulo,3050,Sim,Não,Não,Não
103937,São Paulo,4550,Sim,Não,Não,Não
103938,São Paulo,3666,Sim,Não,Não,Não
103939,São Paulo,1070,Sim,Não,Não,Sim
103940,São Paulo,496,Sim,Sim,Não,Sim
103941,São Paulo,618,Sim,Sim,Não,Não
103942,São Paulo,808,Sim,Não,Não,Sim
103944,São Paulo,0,Sim,Não,Não,Não
103946,São Paulo,1206,Sim,Não,Não,Sim
103947,São Paulo,750,Sim,Não,Não,Não
103949,São Paulo,840,Sim,Sim,Não,Não
103950,São Paulo,482,Sim,Sim,Não,Não
103951,São Paulo,379,Sim,Sim,Não,Não
103952,São Paulo,1350,Sim,Não,Não,Sim
103953,São Paulo,788,Sim,Não,Não,Não
103956,São Paulo,386,Sim,Não,Não,Sim
103957,São Paulo,1500,Sim,Não,Não,Não
103958,São Paulo,2633,Sim,Não,Não,Sim
103959,São Paulo,1733,Sim,Não,Não,Sim
103960,São Paulo,3700,Sim,Não,Não,Sim
103962,São Paulo,1625,Sim,Não,Não,Sim
103963,São Paulo,1175,Sim,Não,Não,Não
103964,São Paulo,2933,Sim,Não,Não,Não
103965,São Paulo,2750,Sim,Não,Não,Não
103966,São Paulo,420,Sim,Não,Não,Sim
103967,São Paulo,2200,Sim,Não,Não,Não
103968,São Paulo,3000,Sim,Não,Não,Não
103969,São Paulo,1750,Sim,Não,Não,Não
103970,São Paulo,3750,Sim,Não,Não,Sim
103971,São Paulo,1770,Sim,Não,Não,Não
103972,São Paulo,4166,Sim,Não,Não,Não
103977,São Paulo,2472,Sim,Não,Sim,Não
103978,São Paulo,875,Sim,Não,Não,Não
103979,São Paulo,3940,Sim,Não,Não,Sim
103980,São Paulo,3833,Sim,Não,Não,Não
103982,São Paulo,3625,Sim,Não,Não,Não
103983,São Paulo,13000,Sim,Não,Não,Não
103984,São Paulo,13200,Sim,Não,Não,Não
103985,São Paulo,3466,Sim,Não,Não,Não
103988,São Paulo,400,Sim,Não,Não,Não
103989,São Paulo,2066,Sim,Não,Não,Não
103990,São Paulo,787,Sim,Não,Não,Não
103991,São Paulo,1425,Sim,Sim,Não,Não
103992,São Paulo,260,Sim,Sim,Não,Não
103993,São Paulo,523,Sim,Sim,Não,Não
103996,São Paulo,344,Sim,Não,Não,Não
103997,São Paulo,1200,Sim,Não,Sim,Sim
103998,São Paulo,1900,Sim,Não,Não,Não
104000,São Paulo,196,Sim,Não,Não,Não
104001,São Paulo,1250,Sim,Não,Não,Não
104002,São Paulo,1300,Sim,Não,Não,Não
104005,São Paulo,300,Sim,Não,Não,Não
104007,São Paulo,900,Sim,Não,Não,Não
104008,São Paulo,225,Sim,Não,Não,Não
104009,São Paulo,1466,Sim,Sim,Não,Não
104011,São Paulo,1600,Sim,Sim,Não,Não
104012,São Paulo,929,Sim,Não,Não,Não
104014,São Paulo,1876,Sim,Não,Não,Não
104016,São Paulo,1675,Sim,Não,Não,Não
104017,São Paulo,375,Sim,Não,Não,Não
104018,São Paulo,325,Sim,Não,Não,Não
104019,São Paulo,533,Sim,Sim,Não,Não
104020,São Paulo,525,Sim,Sim,Não,Não
104021,São Paulo,625,Sim,Sim,Não,Não
104022,São Paulo,1133,Sim,Não,Não,Não
104023,São Paulo,875,Sim,Não,Não,Não
104026,São Paulo,597,Sim,Não,Não,Não
104028,São Paulo,850,Sim,Sim,Não,Não
104029,São Paulo,525,Sim,Não,Não,Não
104039,São Paulo,1106,Sim,Não,Não,Não
104040,São Paulo,788,Sim,Sim,Não,Não
104041,São Paulo,1500,Sim,Não,Não,Não
104047,São Paulo,2700,Sim,Não,Não,Sim
104048,São Paulo,700,Sim,Sim,Não,Não
104049,São Paulo,3500,Sim,Sim,Não,Não
104050,São Paulo,1033,Sim,Não,Não,Não
104052,São Paulo,1412,Sim,Não,Não,Não
104053,São Paulo,1144,Sim,Não,Não,Não
104055,São Paulo,5000,Sim,Sim,Não,Não
104060,São Paulo,1450,Sim,Não,Não,Não
104061,São Paulo,2394,Sim,Não,Não,Não
104067,São Paulo,2050,Sim,Não,Não,Não
104069,São Paulo,1788,Sim,Não,Não,Não
104071,São Paulo,500,Sim,Não,Sim,Não
104072,São Paulo,3500,Sim,Não,Não,Não
104074,São Paulo,1166,Sim,Não,Não,Não
104076,São Paulo,2750,Sim,Não,Não,Não
104078,São Paulo,600,Sim,Não,Não,Não
104080,São Paulo,972,Sim,Não,Não,Não
104083,São Paulo,2500,Sim,Não,Não,Não
104084,São Paulo,1500,Sim,Não,Não,Não
104085,São Paulo,2250,Sim,Não,Não,Não
104086,São Paulo,4500,Sim,Não,Não,Não
104088,São Paulo,1970,Sim,Não,Não,Não
104089,São Paulo,22500,Sim,Não,Não,Não
104090,São Paulo,11000,Sim,Não,Não,Não
104091,São Paulo,3894,Sim,Não,Não,Não
104092,São Paulo,3500,Sim,Não,Não,Não
104093,São Paulo,5000,Sim,Não,Não,Não
104095,São Paulo,11500,Sim,Não,Não,Não
104098,São Paulo,24000,Sim,Não,Não,Não
104100,São Paulo,8500,Sim,Não,Não,Não
104101,São Paulo,772,Sim,Não,Não,Não
104102,São Paulo,759,Sim,Não,Não,Sim
104104,São Paulo,1000,Sim,Não,Não,Sim
104106,São Paulo,500,Sim,Não,Não,Não
104107,São Paulo,882,Sim,Não,Não,Não
104108,São Paulo,733,Sim,Não,Não,Não
104109,São Paulo,612,Sim,Não,Não,Sim
104111,São Paulo,1750,Sim,Não,Não,Não
104112,São Paulo,966,Sim,Não,Não,Sim
104114,São Paulo,852,Sim,Sim,Não,Sim
104116,São Paulo,1491,Sim,Não,Não,Sim
104118,São Paulo,521,Sim,Não,Não,Sim
104124,São Paulo,1666,Sim,Não,Não,Sim
104127,São Paulo,322,Sim,Não,Não,Sim
104128,São Paulo,500,Sim,Não,Não,Não
104132,São Paulo,1700,Sim,Não,Não,Não
104134,São Paulo,1300,Sim,Não,Não,Não
104136,São Paulo,1750,Sim,Não,Não,Não
104138,São Paulo,897,Sim,Sim,Não,Não
104139,São Paulo,788,Sim,Não,Sim,Sim
104142,São Paulo,2000,Sim,Não,Não,Não
104143,São Paulo,1700,Sim,Não,Não,Não
104145,São Paulo,1144,Sim,Não,Não,Não
104147,São Paulo,766,Sim,Não,Não,Sim
104151,São Paulo,1500,Sim,Sim,Não,Não
104152,São Paulo,597,Sim,Não,Não,Não
104155,São Paulo,1450,Sim,Não,Não,Sim
104157,São Paulo,729,Sim,Não,Sim,Sim
104158,São Paulo,800,Sim,Sim,Não,Não
104160,São Paulo,900,Sim,Não,Sim,Sim
104161,São Paulo,1700,Sim,Não,Sim,Sim
104163,São Paulo,2100,Sim,Não,Não,Não
104164,São Paulo,800,Sim,Não,Sim,Sim
104165,São Paulo,991,Sim,Sim,Não,Não
104166,São Paulo,1133,Sim,Não,Não,Não
104167,São Paulo,583,Sim,Não,Não,Não
104168,São Paulo,1500,Sim,Sim,Não,Não
104172,São Paulo,1000,Sim,Não,Não,Não
104178,São Paulo,894,Sim,Sim,Não,Não
104180,São Paulo,455,Sim,Não,Não,Não
104182,São Paulo,545,Sim,Sim,Não,Não
104184,São Paulo,912,Sim,Sim,Não,Não
104186,São Paulo,700,Sim,Não,Não,Não
104187,São Paulo,366,Sim,Não,Não,Não
104190,São Paulo,322,Sim,Não,Sim,Sim
104192,São Paulo,3000,Sim,Não,Sim,Sim
104197,São Paulo,3600,Sim,Não,Não,Não
104198,São Paulo,8200,Sim,Não,Não,Não
104199,São Paulo,7725,Sim,Não,Não,Não
104202,São Paulo,4450,Sim,Não,Não,Não
104203,São Paulo,8060,Sim,Não,Não,Não
104204,São Paulo,6675,Sim,Não,Não,Não
104205,São Paulo,3450,Sim,Não,Não,Não
104208,São Paulo,2150,Sim,Não,Não,Sim
104210,São Paulo,2500,Sim,Não,Sim,Sim
104211,São Paulo,1070,Sim,Sim,Não,Sim
104212,São Paulo,7000,Sim,Não,Não,Não
104214,São Paulo,1350,Sim,Não,Não,Sim
104216,São Paulo,16000,Sim,Não,Não,Não
104220,São Paulo,6500,Sim,Não,Não,Não
104221,São Paulo,5200,Sim,Não,Não,Não
104222,São Paulo,0,Sim,Não,Não,Não
104224,São Paulo,2000,Sim,Não,Não,Sim
104227,São Paulo,13000,Sim,Não,Não,Não
104228,São Paulo,6000,Sim,Não,Não,Não
104230,São Paulo,5800,Sim,Não,Não,Não
104234,São Paulo,4500,Sim,Não,Não,Não
104237,São Paulo,19000,Sim,Não,Não,Não
104239,São Paulo,2975,Sim,Não,Não,Não
104245,São Paulo,4600,Sim,Não,Não,Não
104246,São Paulo,6000,Sim,Não,Não,Não
104247,São Paulo,6000,Sim,Não,Não,Não
104248,São Paulo,1268,Sim,Sim,Não,Não
104249,São Paulo,4000,Sim,Não,Não,Não
104250,São Paulo,5000,Sim,Sim,Não,Não
104251,São Paulo,750,Sim,Sim,Não,Não
104252,São Paulo,1466,Sim,Não,Não,Sim
104256,São Paulo,795,Sim,Não,Sim,Sim
104258,São Paulo,3000,Sim,Não,Não,Não
104259,São Paulo,1500,Sim,Não,Não,Não
104260,São Paulo,160,Sim,Não,Não,Não
104262,São Paulo,2040,Sim,Sim,Não,Sim
104269,São Paulo,1733,Sim,Não,Não,Sim
104272,São Paulo,5000,Sim,Não,Não,Sim
104273,São Paulo,1075,Sim,Não,Não,Sim
104274,São Paulo,2900,Sim,Não,Não,Sim
104278,São Paulo,1250,Sim,Não,Não,Sim
104279,São Paulo,1200,Sim,Não,Não,Sim
104281,São Paulo,1300,Sim,Não,Não,Sim
104286,São Paulo,1666,Sim,Não,Não,Não
104288,São Paulo,3400,Sim,Não,Não,Não
104289,São Paulo,15000,Sim,Não,Não,Não
104290,São Paulo,3000,Sim,Não,Não,Não
104291,São Paulo,3350,Sim,Não,Não,Não
104292,São Paulo,714,Sim,Não,Não,Não
104293,São Paulo,1759,Sim,Não,Não,Não
104294,São Paulo,825,Sim,Não,Não,Não
104296,São Paulo,1000,Sim,Não,Não,Não
104297,São Paulo,2000,Sim,Não,Não,Não
104299,São Paulo,464,Sim,Não,Não,Não
104303,São Paulo,357,Sim,Não,Não,Não
104307,São Paulo,1644,Sim,Não,Não,Sim
104309,São Paulo,788,Sim,Não,Não,Sim
104310,São Paulo,1200,Sim,Não,Não,Sim
104312,São Paulo,1157,Sim,Não,Não,Sim
104313,São Paulo,1625,Sim,Sim,Não,Sim
104316,São Paulo,760,Sim,Não,Não,Sim
104317,São Paulo,2000,Sim,Não,Sim,Sim
104319,São Paulo,572,Sim,Não,Não,Sim
104320,São Paulo,500,Sim,Não,Não,Sim
104321,São Paulo,2250,Sim,Não,Não,Sim
104322,São Paulo,1000,Sim,Não,Sim,Sim
104323,São Paulo,1500,Sim,Não,Não,Sim
104324,São Paulo,1375,Sim,Não,Não,Não
104325,São Paulo,343,Sim,Não,Não,Não
104326,São Paulo,8500,Sim,Não,Sim,Sim
104328,São Paulo,2700,Sim,Não,Não,Sim
104329,São Paulo,1480,Sim,Não,Não,Sim
104330,São Paulo,0,Sim,Sim,Não,Não
104331,São Paulo,433,Sim,Não,Não,Sim
104333,São Paulo,500,Sim,Sim,Sim,Não
104334,São Paulo,1333,Sim,Não,Não,Sim
104336,São Paulo,1467,Sim,Não,Sim,Sim
104337,São Paulo,1144,Sim,Não,Sim,Sim
104338,São Paulo,750,Sim,Não,Não,Sim
104339,São Paulo,3150,Sim,Não,Não,Sim
104340,São Paulo,1200,Sim,Sim,Não,Sim
104343,São Paulo,98,Sim,Sim,Não,Sim
104345,São Paulo,680,Sim,Não,Não,Sim
104346,São Paulo,1000,Sim,Não,Não,Sim
104347,São Paulo,1000,Sim,Não,Não,Sim
104348,São Paulo,833,Sim,Não,Sim,Sim
104349,São Paulo,976,Sim,Não,Não,Sim
104350,São Paulo,637,Sim,Sim,Não,Não
104353,São Paulo,300,Sim,Sim,Não,Sim
104354,São Paulo,1850,Sim,Não,Sim,Sim
104356,São Paulo,0,Sim,Não,Não,Sim
104359,São Paulo,580,Sim,Não,Não,Sim
104360,São Paulo,394,Sim,Não,Não,Sim
104361,São Paulo,575,Sim,Não,Não,Sim
104363,São Paulo,153,Sim,Não,Não,Sim
104366,São Paulo,392,Sim,Não,Não,Não
104368,São Paulo,788,Sim,Não,Sim,Sim
104370,São Paulo,1000,Sim,Não,Não,Sim
104371,São Paulo,1683,Sim,Não,Não,Sim
104372,São Paulo,517,Sim,Sim,Não,Sim
104374,São Paulo,1500,Sim,Não,Não,Sim
104375,São Paulo,1666,Sim,Não,Não,Sim
104378,São Paulo,850,Sim,Não,Não,Não
104380,São Paulo,1800,Sim,Não,Sim,Sim
104381,São Paulo,947,Sim,Sim,Não,Não
104382,São Paulo,1394,Sim,Sim,Não,Não
104383,São Paulo,2666,Sim,Não,Não,Não
104384,São Paulo,1700,Sim,Não,Não,Sim
104385,São Paulo,5250,Sim,Não,Não,Não
104386,São Paulo,2000,Sim,Não,Não,Não
104388,São Paulo,3000,Sim,Não,Não,Sim
104389,São Paulo,1716,Sim,Não,Não,Não
104392,São Paulo,762,Sim,Sim,Não,Sim
104396,São Paulo,1566,Sim,Não,Não,Não
104397,São Paulo,1100,Sim,Não,Não,Não
104399,São Paulo,4600,Sim,Não,Não,Não
104400,São Paulo,1200,Sim,Não,Não,Não
104401,São Paulo,1933,Sim,Não,Não,Não
104403,São Paulo,1800,Sim,Não,Não,Não
104404,São Paulo,1666,Sim,Não,Não,Não
104413,São Paulo,305,Sim,Não,Não,Não
104419,São Paulo,1575,Sim,Não,Não,Não
104420,São Paulo,358,Sim,Não,Não,Não
104423,São Paulo,400,Sim,Não,Não,Não
104428,São Paulo,2350,Sim,Não,Não,Sim
104429,São Paulo,500,Sim,Não,Não,Não
104431,São Paulo,1000,Sim,Não,Não,Sim
104433,São Paulo,1000,Sim,Não,Não,Sim
104435,São Paulo,366,Sim,Sim,Não,Não
104437,São Paulo,500,Sim,Não,Não,Não
104440,São Paulo,500,Sim,Não,Não,Sim
104441,São Paulo,2050,Sim,Não,Não,Não
104442,São Paulo,287,Sim,Sim,Não,Não
104444,São Paulo,650,Sim,Não,Não,Não
104445,São Paulo,1733,Sim,Não,Não,Não
104447,São Paulo,4500,Sim,Não,Não,Não
104448,São Paulo,1293,Sim,Não,Não,Não
104449,São Paulo,1895,Sim,Não,Não,Não
104450,São Paulo,2800,Sim,Não,Não,Não
104453,São Paulo,1710,Sim,Não,Sim,Sim
104458,São Paulo,1000,Sim,Sim,Não,Não
104459,São Paulo,5000,Sim,Não,Não,Sim
104461,São Paulo,2860,Sim,Não,Não,Sim
104463,São Paulo,944,Sim,Não,Não,Sim
104466,São Paulo,1850,Sim,Não,Não,Não
104468,São Paulo,1233,Sim,Não,Não,Não
104470,São Paulo,4100,Sim,Não,Não,Não
104471,São Paulo,1487,Sim,Não,Não,Não
104472,São Paulo,3294,Sim,Não,Não,Sim
104473,São Paulo,2700,Sim,Não,Sim,Não
104480,São Paulo,3000,Sim,Não,Não,Não
104483,São Paulo,5000,Sim,Não,Não,Não
104484,São Paulo,3000,Sim,Não,Sim,Sim
104485,São Paulo,5350,Sim,Sim,Não,Não
104489,São Paulo,6533,Sim,Não,Não,Não
104492,São Paulo,8650,Sim,Não,Não,Não
104493,São Paulo,13400,Sim,Não,Não,Não
104495,São Paulo,3570,Sim,Não,Sim,Sim
104496,São Paulo,5325,Sim,Não,Não,Não
104498,São Paulo,2700,Sim,Não,Não,Não
104503,São Paulo,2985,Sim,Não,Sim,Sim
