,UF,V02322,V0210,V4105,V0232
97002,35,2.0,2.0,1,2.0
97004,35,2.0,2.0,1,2.0
97013,35,2.0,2.0,1,4.0
97014,35,2.0,2.0,1,2.0
97016,35,2.0,2.0,1,2.0
97017,35,2.0,2.0,1,2.0
97018,35,2.0,2.0,1,2.0
97019,35,2.0,2.0,1,2.0
97023,35,2.0,2.0,1,2.0
97024,35,2.0,2.0,1,2.0
97026,35,2.0,2.0,1,2.0
97031,35,2.0,2.0,1,2.0
97035,35,2.0,2.0,1,2.0
97036,35,2.0,2.0,1,2.0
97037,35,2.0,2.0,1,2.0
97044,35,2.0,2.0,1,2.0
97046,35,2.0,2.0,1,2.0
97049,35,2.0,2.0,1,2.0
97051,35,2.0,2.0,1,2.0
97053,35,2.0,2.0,1,2.0
97058,35,2.0,2.0,1,2.0
97061,35,2.0,2.0,1,2.0
97064,35,2.0,2.0,1,2.0
97067,35,4.0,2.0,1,4.0
97072,35,4.0,2.0,1,4.0
97074,35,2.0,2.0,1,2.0
97076,35,2.0,2.0,1,2.0
97077,35,2.0,2.0,1,2.0
97078,35,2.0,2.0,1,2.0
97079,35,2.0,2.0,1,2.0
97105,35,2.0,2.0,1,4.0
97110,35,2.0,2.0,1,4.0
97112,35,2.0,2.0,1,2.0
97118,35,2.0,4.0,1,2.0
97128,35,2.0,4.0,1,2.0
97134,35,2.0,2.0,1,2.0
97135,35,2.0,2.0,1,2.0
97136,35,2.0,2.0,1,2.0
97137,35,2.0,2.0,1,2.0
97138,35,2.0,2.0,1,2.0
97142,35,2.0,2.0,1,2.0
97143,35,2.0,2.0,1,2.0
97144,35,2.0,2.0,1,2.0
97145,35,2.0,4.0,1,2.0
97146,35,2.0,4.0,1,2.0
97151,35,2.0,4.0,1,2.0
97153,35,2.0,4.0,1,2.0
97154,35,2.0,4.0,1,2.0
97159,35,2.0,4.0,1,2.0
97160,35,2.0,4.0,1,2.0
97167,35,2.0,4.0,1,2.0
97179,35,2.0,4.0,1,2.0
97208,35,2.0,2.0,1,2.0
97215,35,2.0,2.0,1,2.0
97218,35,2.0,4.0,1,2.0
97224,35,2.0,2.0,1,2.0
97225,35,2.0,2.0,1,2.0
97226,35,2.0,2.0,1,2.0
97227,35,2.0,2.0,1,2.0
97232,35,2.0,2.0,1,2.0
97234,35,2.0,2.0,1,2.0
97235,35,2.0,2.0,1,2.0
97236,35,2.0,2.0,1,2.0
97239,35,2.0,2.0,1,2.0
97240,35,2.0,2.0,1,2.0
97245,35,2.0,2.0,1,2.0
97249,35,2.0,2.0,1,2.0
97252,35,2.0,2.0,1,2.0
97256,35,2.0,2.0,1,2.0
97259,35,2.0,2.0,1,2.0
97260,35,2.0,2.0,1,2.0
97261,35,2.0,2.0,1,2.0
97271,35,2.0,2.0,1,2.0
97273,35,4.0,2.0,1,4.0
97274,35,2.0,2.0,1,2.0
97275,35,2.0,2.0,1,2.0
97276,35,2.0,2.0,1,2.0
97278,35,2.0,2.0,1,2.0
97280,35,2.0,2.0,1,2.0
97285,35,2.0,2.0,1,2.0
97286,35,2.0,2.0,1,2.0
97287,35,2.0,2.0,1,2.0
97289,35,2.0,2.0,1,2.0
97291,35,2.0,2.0,1,2.0
97292,35,2.0,2.0,1,2.0
97293,35,2.0,2.0,1,2.0
97296,35,2.0,2.0,1,2.0
97298,35,2.0,2.0,1,2.0
97299,35,2.0,2.0,1,2.0
97302,35,2.0,2.0,1,2.0
97303,35,2.0,2.0,1,2.0
97305,35,2.0,2.0,1,2.0
97306,35,2.0,2.0,1,2.0
97309,35,2.0,2.0,1,2.0
97314,35,2.0,2.0,1,2.0
97315,35,2.0,2.0,1,2.0
97317,35,2.0,2.0,1,2.0
97323,35,2.0,2.0,1,2.0
97324,35,2.0,2.0,1,2.0
97325,35,2.0,2.0,1,4.0
97326,35,2.0,2.0,1,2.0
97327,35,2.0,2.0,1,2.0
97328,35,4.0,2.0,1,4.0
97330,35,2.0,2.0,1,2.0
97331,35,2.0,2.0,1,2.0
97332,35,2.0,2.0,1,2.0
97334,35,2.0,2.0,1,2.0
97339,35,2.0,2.0,1,2.0
97340,35,2.0,2.0,1,2.0
97342,35,2.0,2.0,1,4.0
97344,35,2.0,2.0,1,2.0
97345,35,2.0,2.0,1,2.0
97349,35,4.0,2.0,1,4.0
97352,35,2.0,2.0,1,2.0
97355,35,2.0,2.0,1,2.0
97356,35,2.0,2.0,1,2.0
97362,35,2.0,2.0,1,2.0
97363,35,2.0,2.0,1,2.0
97366,35,2.0,2.0,1,2.0
97368,35,2.0,2.0,1,2.0
97369,35,2.0,2.0,1,2.0
97370,35,2.0,2.0,1,2.0
97371,35,2.0,2.0,1,2.0
97373,35,2.0,2.0,1,2.0
97380,35,2.0,2.0,1,2.0
97381,35,2.0,2.0,1,2.0
97382,35,2.0,2.0,1,2.0
97384,35,2.0,2.0,1,2.0
97386,35,2.0,2.0,1,2.0
97387,35,2.0,2.0,1,2.0
97392,35,2.0,2.0,1,2.0
97393,35,2.0,2.0,1,2.0
97394,35,2.0,2.0,1,2.0
97397,35,2.0,2.0,1,2.0
97400,35,2.0,2.0,1,2.0
97403,35,2.0,2.0,1,2.0
97406,35,2.0,2.0,1,2.0
97407,35,2.0,2.0,1,2.0
97409,35,2.0,2.0,1,2.0
97412,35,2.0,2.0,1,2.0
97413,35,2.0,2.0,1,2.0
97417,35,2.0,2.0,1,2.0
97418,35,2.0,2.0,1,2.0
97422,35,2.0,2.0,1,2.0
97424,35,2.0,2.0,1,2.0
97428,35,2.0,2.0,1,2.0
97430,35,2.0,2.0,1,2.0
97435,35,2.0,2.0,1,2.0
97437,35,2.0,2.0,1,2.0
97447,35,2.0,2.0,1,2.0
97448,35,2.0,2.0,1,2.0
97455,35,2.0,2.0,1,2.0
97465,35,2.0,2.0,1,2.0
97466,35,2.0,2.0,1,2.0
97468,35,2.0,4.0,1,2.0
97472,35,2.0,4.0,1,2.0
97475,35,2.0,2.0,1,2.0
97476,35,2.0,2.0,1,2.0
97479,35,4.0,2.0,1,4.0
97480,35,2.0,2.0,1,2.0
97481,35,2.0,2.0,1,4.0
97482,35,2.0,2.0,1,2.0
97483,35,2.0,2.0,1,2.0
97486,35,2.0,2.0,1,2.0
97488,35,2.0,2.0,1,2.0
97489,35,2.0,2.0,1,2.0
97490,35,2.0,2.0,1,2.0
97493,35,2.0,2.0,1,2.0
97495,35,2.0,2.0,1,2.0
97497,35,2.0,2.0,1,2.0
97501,35,4.0,2.0,1,4.0
97504,35,2.0,2.0,1,2.0
97508,35,2.0,2.0,1,2.0
97511,35,2.0,2.0,1,2.0
97512,35,4.0,2.0,1,4.0
97514,35,2.0,2.0,1,2.0
97516,35,2.0,2.0,1,2.0
97517,35,4.0,2.0,1,4.0
97523,35,2.0,2.0,1,2.0
97528,35,2.0,2.0,1,2.0
97534,35,2.0,2.0,1,2.0
97535,35,2.0,2.0,1,2.0
97536,35,2.0,2.0,1,2.0
97537,35,2.0,2.0,1,2.0
97538,35,2.0,2.0,1,2.0
97539,35,2.0,2.0,1,2.0
97541,35,2.0,2.0,1,2.0
97543,35,2.0,2.0,1,2.0
97546,35,2.0,2.0,1,2.0
97547,35,2.0,2.0,1,2.0
97548,35,2.0,2.0,1,2.0
97551,35,2.0,2.0,1,2.0
97553,35,2.0,2.0,1,2.0
97554,35,2.0,2.0,1,2.0
97555,35,2.0,2.0,1,2.0
97557,35,2.0,2.0,1,2.0
97558,35,2.0,2.0,1,2.0
97559,35,2.0,2.0,1,4.0
97560,35,2.0,2.0,1,2.0
97561,35,2.0,2.0,1,2.0
97562,35,2.0,2.0,1,2.0
97564,35,2.0,2.0,1,2.0
97568,35,2.0,2.0,1,2.0
97571,35,2.0,2.0,1,2.0
97573,35,2.0,2.0,1,2.0
97576,35,2.0,2.0,1,2.0
97579,35,2.0,2.0,1,4.0
97582,35,2.0,2.0,1,2.0
97584,35,2.0,2.0,1,2.0
97585,35,2.0,2.0,1,2.0
97586,35,2.0,2.0,1,2.0
97589,35,2.0,2.0,1,2.0
97591,35,2.0,2.0,1,2.0
97594,35,2.0,2.0,1,2.0
97596,35,2.0,2.0,1,2.0
97597,35,2.0,2.0,1,2.0
97599,35,2.0,2.0,1,2.0
97601,35,2.0,2.0,1,2.0
97605,35,2.0,2.0,1,2.0
97606,35,2.0,2.0,1,2.0
97608,35,2.0,2.0,1,4.0
97613,35,4.0,2.0,1,4.0
97616,35,2.0,2.0,1,2.0
97617,35,2.0,2.0,1,2.0
97619,35,2.0,2.0,1,2.0
97622,35,2.0,2.0,1,2.0
97627,35,2.0,2.0,1,2.0
97629,35,4.0,4.0,1,4.0
97630,35,2.0,2.0,1,2.0
97633,35,2.0,2.0,1,2.0
97639,35,4.0,2.0,1,4.0
97641,35,2.0,2.0,1,2.0
97644,35,2.0,2.0,1,2.0
97647,35,2.0,2.0,1,2.0
97652,35,2.0,2.0,1,2.0
97653,35,2.0,2.0,1,2.0
97655,35,2.0,2.0,1,2.0
97656,35,2.0,2.0,1,2.0
97658,35,4.0,2.0,1,4.0
97659,35,2.0,2.0,1,2.0
97665,35,2.0,2.0,1,2.0
97667,35,2.0,2.0,1,2.0
97668,35,2.0,2.0,1,4.0
97673,35,4.0,2.0,1,4.0
97674,35,2.0,2.0,1,2.0
97677,35,2.0,2.0,1,2.0
97678,35,2.0,2.0,1,2.0
97679,35,2.0,2.0,1,2.0
97680,35,2.0,2.0,1,2.0
97682,35,2.0,2.0,1,2.0
97684,35,2.0,2.0,1,2.0
97685,35,2.0,2.0,1,2.0
97686,35,2.0,2.0,1,2.0
97691,35,2.0,2.0,1,2.0
97694,35,2.0,2.0,1,2.0
97698,35,4.0,2.0,1,4.0
97700,35,2.0,2.0,1,2.0
97702,35,2.0,2.0,1,2.0
97703,35,4.0,4.0,1,4.0
97704,35,2.0,2.0,1,4.0
97705,35,2.0,2.0,1,2.0
97706,35,2.0,2.0,1,2.0
97710,35,2.0,2.0,1,2.0
97718,35,4.0,2.0,1,4.0
97719,35,2.0,2.0,1,2.0
97720,35,2.0,2.0,1,2.0
97724,35,4.0,2.0,1,4.0
97725,35,2.0,2.0,1,2.0
97727,35,2.0,2.0,1,2.0
97728,35,2.0,2.0,1,2.0
97729,35,2.0,2.0,1,2.0
97733,35,2.0,2.0,1,2.0
97734,35,2.0,2.0,1,2.0
97735,35,2.0,2.0,1,2.0
97739,35,2.0,2.0,1,2.0
97740,35,2.0,2.0,1,2.0
97741,35,2.0,2.0,1,2.0
97742,35,2.0,2.0,1,2.0
97747,35,2.0,2.0,1,2.0
97750,35,2.0,2.0,1,2.0
97751,35,2.0,2.0,1,2.0
97757,35,2.0,2.0,1,2.0
97758,35,2.0,2.0,1,2.0
97766,35,2.0,2.0,1,2.0
97768,35,2.0,2.0,1,2.0
97771,35,2.0,2.0,1,2.0
97781,35,2.0,2.0,1,2.0
97784,35,2.0,2.0,8,2.0
97793,35,2.0,2.0,8,2.0
97811,35,2.0,2.0,1,4.0
97819,35,2.0,2.0,1,2.0
97820,35,2.0,2.0,1,2.0
97824,35,2.0,2.0,1,2.0
97825,35,2.0,2.0,1,2.0
97827,35,2.0,2.0,1,2.0
97832,35,2.0,2.0,1,2.0
97841,35,2.0,2.0,1,2.0
97842,35,2.0,2.0,1,2.0
97844,35,2.0,2.0,1,2.0
97845,35,2.0,2.0,1,2.0
97847,35,2.0,2.0,1,2.0
97848,35,2.0,2.0,1,2.0
97849,35,2.0,2.0,1,2.0
97855,35,2.0,2.0,1,2.0
97856,35,2.0,2.0,1,2.0
97859,35,2.0,2.0,1,2.0
97862,35,2.0,2.0,1,2.0
97864,35,2.0,2.0,1,2.0
97875,35,2.0,2.0,1,2.0
97878,35,2.0,2.0,1,2.0
97880,35,2.0,2.0,1,2.0
97883,35,4.0,2.0,1,4.0
97887,35,2.0,2.0,1,2.0
97888,35,2.0,2.0,1,2.0
97890,35,4.0,2.0,1,4.0
97891,35,2.0,2.0,1,2.0
97894,35,2.0,2.0,1,2.0
97896,35,4.0,2.0,1,4.0
97899,35,2.0,2.0,1,2.0
97902,35,2.0,2.0,1,2.0
97903,35,2.0,2.0,1,2.0
97908,35,2.0,2.0,1,2.0
97915,35,2.0,2.0,1,2.0
97919,35,2.0,2.0,1,2.0
97926,35,4.0,2.0,1,4.0
97927,35,2.0,2.0,1,2.0
97929,35,4.0,2.0,1,4.0
97930,35,4.0,2.0,1,4.0
97931,35,2.0,2.0,1,2.0
97932,35,2.0,2.0,1,2.0
97933,35,2.0,2.0,1,2.0
97936,35,2.0,2.0,1,2.0
97938,35,2.0,2.0,1,2.0
97939,35,2.0,2.0,1,2.0
97941,35,2.0,2.0,1,2.0
97944,35,2.0,2.0,1,2.0
97946,35,2.0,2.0,1,2.0
97947,35,2.0,2.0,1,2.0
97956,35,2.0,2.0,1,2.0
97960,35,2.0,2.0,1,2.0
97964,35,2.0,2.0,1,2.0
97967,35,2.0,2.0,1,2.0
97968,35,2.0,2.0,1,4.0
97969,35,2.0,2.0,1,2.0
97972,35,2.0,2.0,1,2.0
97974,35,2.0,2.0,1,2.0
97980,35,2.0,2.0,1,2.0
97984,35,2.0,2.0,1,2.0
97990,35,2.0,2.0,1,4.0
97996,35,2.0,2.0,1,2.0
97997,35,2.0,2.0,1,2.0
97998,35,2.0,2.0,1,4.0
97999,35,2.0,2.0,1,2.0
98000,35,2.0,2.0,1,2.0
98001,35,2.0,2.0,1,2.0
98004,35,2.0,2.0,1,2.0
98011,35,2.0,2.0,1,2.0
98012,35,2.0,2.0,1,2.0
98014,35,2.0,2.0,1,2.0
98015,35,2.0,2.0,1,2.0
98017,35,2.0,2.0,1,2.0
98018,35,2.0,2.0,1,2.0
98019,35,2.0,2.0,1,2.0
98021,35,2.0,2.0,1,2.0
98022,35,2.0,2.0,1,2.0
98024,35,2.0,2.0,1,2.0
98025,35,2.0,2.0,1,2.0
98048,35,4.0,2.0,1,4.0
98050,35,2.0,2.0,1,2.0
98052,35,2.0,2.0,1,2.0
98053,35,2.0,2.0,1,2.0
98055,35,2.0,2.0,1,2.0
98058,35,2.0,2.0,1,2.0
98060,35,2.0,2.0,1,2.0
98063,35,4.0,2.0,1,4.0
98066,35,2.0,2.0,1,2.0
98071,35,2.0,2.0,8,2.0
98093,35,2.0,2.0,8,2.0
98094,35,4.0,2.0,8,4.0
98108,35,2.0,2.0,7,2.0
98115,35,2.0,2.0,7,2.0
98120,35,4.0,2.0,7,4.0
98125,35,4.0,2.0,7,4.0
98126,35,2.0,2.0,7,2.0
98127,35,4.0,2.0,7,4.0
98130,35,2.0,2.0,1,2.0
98131,35,2.0,2.0,1,2.0
98134,35,2.0,2.0,1,2.0
98137,35,2.0,2.0,1,2.0
98138,35,2.0,2.0,1,2.0
98139,35,2.0,2.0,1,2.0
98141,35,2.0,2.0,1,2.0
98142,35,2.0,2.0,1,2.0
98144,35,2.0,2.0,1,2.0
98145,35,2.0,2.0,1,2.0
98146,35,2.0,2.0,1,2.0
98150,35,2.0,2.0,1,2.0
98153,35,2.0,2.0,1,2.0
98154,35,2.0,2.0,1,2.0
98155,35,2.0,2.0,1,2.0
98156,35,2.0,2.0,1,2.0
98157,35,2.0,2.0,1,2.0
98160,35,2.0,2.0,1,2.0
98170,35,2.0,2.0,1,2.0
98175,35,4.0,2.0,1,4.0
98178,35,2.0,2.0,1,2.0
98179,35,2.0,2.0,1,2.0
98180,35,2.0,2.0,1,2.0
98181,35,2.0,2.0,1,2.0
98182,35,2.0,2.0,1,2.0
98184,35,2.0,2.0,1,2.0
98185,35,2.0,2.0,1,2.0
98187,35,2.0,2.0,1,2.0
98188,35,2.0,2.0,1,2.0
98189,35,2.0,2.0,1,2.0
98191,35,2.0,2.0,1,2.0
98192,35,2.0,2.0,1,2.0
98193,35,2.0,2.0,1,2.0
98196,35,2.0,2.0,1,2.0
98198,35,2.0,2.0,1,2.0
98201,35,2.0,2.0,1,4.0
98203,35,2.0,2.0,1,2.0
98208,35,4.0,2.0,1,4.0
98215,35,2.0,2.0,1,2.0
98232,35,2.0,2.0,1,2.0
98236,35,4.0,2.0,1,4.0
98238,35,4.0,2.0,1,4.0
98252,35,4.0,2.0,1,4.0
98267,35,2.0,2.0,1,2.0
98268,35,2.0,2.0,1,2.0
98272,35,2.0,2.0,1,2.0
98273,35,2.0,2.0,1,2.0
98274,35,2.0,2.0,1,2.0
98277,35,2.0,2.0,1,2.0
98283,35,2.0,2.0,1,2.0
98286,35,2.0,2.0,1,2.0
98288,35,2.0,2.0,1,2.0
98292,35,2.0,2.0,1,2.0
98297,35,2.0,2.0,1,2.0
98298,35,2.0,2.0,1,2.0
98299,35,2.0,2.0,1,2.0
98307,35,4.0,2.0,1,4.0
98320,35,4.0,2.0,1,4.0
98335,35,2.0,2.0,1,4.0
98342,35,2.0,2.0,1,2.0
98344,35,2.0,2.0,1,2.0
98354,35,4.0,2.0,1,4.0
98367,35,2.0,2.0,1,2.0
98370,35,2.0,2.0,1,2.0
98376,35,2.0,2.0,1,2.0
98377,35,4.0,2.0,1,4.0
98392,35,2.0,2.0,1,2.0
98394,35,2.0,2.0,1,2.0
98396,35,2.0,2.0,1,2.0
98398,35,2.0,2.0,1,2.0
98403,35,2.0,2.0,1,2.0
98407,35,2.0,2.0,1,2.0
98420,35,2.0,2.0,1,2.0
98424,35,2.0,2.0,1,2.0
98428,35,2.0,2.0,1,2.0
98429,35,2.0,2.0,1,2.0
98430,35,2.0,2.0,1,2.0
98431,35,2.0,2.0,1,2.0
98433,35,2.0,2.0,1,2.0
98434,35,2.0,2.0,1,2.0
98436,35,2.0,2.0,1,2.0
98440,35,2.0,2.0,1,2.0
98443,35,2.0,2.0,1,2.0
98448,35,2.0,2.0,1,2.0
98451,35,2.0,2.0,1,2.0
98452,35,2.0,2.0,1,2.0
98453,35,4.0,2.0,1,4.0
98457,35,2.0,2.0,1,2.0
98459,35,2.0,2.0,2,2.0
98470,35,2.0,2.0,2,2.0
98472,35,2.0,2.0,2,4.0
98477,35,2.0,2.0,2,2.0
98478,35,2.0,2.0,1,2.0
98479,35,2.0,2.0,1,2.0
98481,35,2.0,2.0,1,2.0
98483,35,2.0,2.0,1,2.0
98485,35,2.0,2.0,1,2.0
98486,35,2.0,2.0,1,2.0
98492,35,2.0,2.0,1,2.0
98498,35,2.0,2.0,1,2.0
98500,35,2.0,2.0,1,2.0
98501,35,2.0,2.0,1,2.0
98503,35,4.0,2.0,1,4.0
98509,35,2.0,2.0,1,2.0
98511,35,2.0,2.0,1,2.0
98513,35,2.0,2.0,1,2.0
98517,35,2.0,2.0,1,2.0
98518,35,2.0,2.0,1,2.0
98519,35,2.0,2.0,1,2.0
98522,35,2.0,2.0,1,2.0
98524,35,2.0,2.0,1,2.0
98529,35,2.0,2.0,1,2.0
98530,35,2.0,2.0,1,4.0
98533,35,2.0,2.0,1,4.0
98536,35,2.0,2.0,1,2.0
98537,35,2.0,2.0,1,2.0
98538,35,2.0,2.0,1,2.0
98543,35,4.0,2.0,1,4.0
98544,35,2.0,2.0,1,2.0
98545,35,2.0,2.0,1,2.0
98547,35,2.0,2.0,1,4.0
98548,35,2.0,2.0,1,4.0
98549,35,2.0,2.0,1,2.0
98559,35,2.0,2.0,1,2.0
98565,35,2.0,2.0,8,2.0
98573,35,2.0,2.0,8,2.0
98577,35,2.0,2.0,1,2.0
98578,35,2.0,2.0,1,2.0
98579,35,2.0,2.0,1,2.0
98580,35,2.0,2.0,1,2.0
98582,35,2.0,2.0,1,2.0
98584,35,2.0,2.0,1,2.0
98585,35,4.0,2.0,1,4.0
98587,35,2.0,2.0,1,2.0
98589,35,2.0,2.0,1,2.0
98591,35,2.0,2.0,1,2.0
98592,35,2.0,2.0,1,2.0
98595,35,2.0,2.0,1,2.0
98602,35,2.0,2.0,1,2.0
98608,35,2.0,2.0,1,2.0
98612,35,2.0,2.0,1,2.0
98613,35,4.0,2.0,1,4.0
98617,35,2.0,2.0,1,2.0
98619,35,2.0,2.0,1,2.0
98622,35,2.0,2.0,1,2.0
98627,35,2.0,2.0,1,2.0
98630,35,2.0,2.0,1,2.0
98631,35,2.0,2.0,1,2.0
98633,35,2.0,2.0,1,2.0
98636,35,2.0,2.0,1,2.0
98637,35,2.0,2.0,1,2.0
98638,35,2.0,2.0,1,2.0
98642,35,2.0,2.0,1,2.0
98655,35,4.0,2.0,1,4.0
98658,35,2.0,4.0,1,2.0
98660,35,2.0,4.0,1,2.0
98670,35,2.0,4.0,1,2.0
98680,35,2.0,2.0,1,2.0
98686,35,4.0,2.0,1,4.0
98687,35,2.0,4.0,1,2.0
98689,35,2.0,2.0,1,2.0
98690,35,2.0,2.0,1,2.0
98692,35,2.0,2.0,1,2.0
98699,35,2.0,2.0,1,2.0
98705,35,2.0,2.0,1,2.0
98706,35,2.0,2.0,1,2.0
98713,35,2.0,2.0,1,2.0
98714,35,2.0,2.0,1,2.0
98716,35,2.0,4.0,1,2.0
98718,35,2.0,4.0,1,2.0
98722,35,2.0,2.0,1,2.0
98723,35,4.0,2.0,1,4.0
98724,35,2.0,2.0,1,2.0
98725,35,2.0,2.0,1,2.0
98726,35,2.0,2.0,1,2.0
98732,35,2.0,2.0,1,2.0
98734,35,2.0,2.0,1,2.0
98736,35,2.0,2.0,1,2.0
98741,35,2.0,2.0,1,2.0
98745,35,2.0,2.0,1,2.0
98746,35,2.0,2.0,1,2.0
98751,35,2.0,2.0,1,2.0
98752,35,2.0,2.0,1,2.0
98759,35,2.0,2.0,1,2.0
98761,35,2.0,2.0,1,2.0
98764,35,2.0,2.0,1,2.0
98766,35,2.0,2.0,1,2.0
98781,35,2.0,2.0,1,2.0
98783,35,2.0,2.0,1,2.0
98788,35,2.0,2.0,1,2.0
98791,35,2.0,2.0,1,2.0
98792,35,2.0,2.0,1,2.0
98793,35,2.0,2.0,1,2.0
98794,35,2.0,2.0,1,2.0
98795,35,2.0,2.0,1,2.0
98796,35,2.0,2.0,1,2.0
98797,35,2.0,2.0,1,2.0
98798,35,2.0,2.0,1,2.0
98802,35,2.0,2.0,1,2.0
98803,35,2.0,2.0,1,2.0
98804,35,2.0,2.0,1,2.0
98812,35,2.0,2.0,3,2.0
98814,35,2.0,2.0,3,2.0
98816,35,2.0,2.0,3,2.0
98817,35,2.0,2.0,3,2.0
98820,35,2.0,2.0,3,2.0
98826,35,2.0,2.0,8,2.0
98835,35,2.0,2.0,1,2.0
98838,35,2.0,2.0,1,2.0
98841,35,2.0,2.0,1,2.0
98842,35,2.0,2.0,1,2.0
98843,35,2.0,2.0,1,2.0
98845,35,2.0,2.0,1,2.0
98852,35,2.0,2.0,1,2.0
98853,35,4.0,2.0,1,4.0
98856,35,4.0,2.0,1,4.0
98858,35,2.0,2.0,1,2.0
98869,35,2.0,2.0,1,2.0
98872,35,4.0,2.0,1,4.0
98873,35,4.0,2.0,1,4.0
98876,35,2.0,2.0,1,2.0
98879,35,2.0,2.0,1,2.0
98885,35,2.0,2.0,1,2.0
98887,35,2.0,2.0,1,2.0
98888,35,2.0,2.0,1,2.0
98905,35,2.0,2.0,1,2.0
98911,35,2.0,2.0,1,2.0
98912,35,2.0,2.0,1,2.0
98913,35,2.0,2.0,1,2.0
98915,35,2.0,2.0,1,2.0
98916,35,2.0,2.0,1,2.0
98917,35,2.0,2.0,1,2.0
98918,35,2.0,2.0,1,2.0
98919,35,2.0,2.0,1,2.0
98920,35,2.0,2.0,1,2.0
98921,35,2.0,2.0,1,2.0
98928,35,2.0,2.0,1,2.0
98929,35,2.0,2.0,1,2.0
98930,35,2.0,2.0,1,2.0
98933,35,2.0,2.0,1,2.0
98934,35,2.0,2.0,1,2.0
98937,35,2.0,2.0,1,2.0
98939,35,2.0,2.0,1,2.0
98942,35,2.0,2.0,1,2.0
98944,35,2.0,2.0,1,2.0
98945,35,2.0,2.0,1,2.0
98947,35,2.0,2.0,1,2.0
98948,35,2.0,2.0,1,2.0
98951,35,2.0,2.0,8,2.0
98952,35,2.0,2.0,8,2.0
98954,35,2.0,2.0,8,2.0
98956,35,2.0,2.0,8,2.0
98957,35,2.0,2.0,8,2.0
98961,35,2.0,2.0,8,2.0
98969,35,2.0,2.0,8,2.0
98970,35,2.0,2.0,1,2.0
98972,35,2.0,2.0,1,2.0
98974,35,2.0,2.0,1,2.0
98978,35,2.0,2.0,1,2.0
98982,35,2.0,2.0,1,2.0
98983,35,2.0,2.0,1,2.0
98984,35,2.0,2.0,1,2.0
98990,35,2.0,2.0,1,2.0
98995,35,2.0,2.0,1,2.0
98997,35,2.0,2.0,1,2.0
99000,35,2.0,2.0,1,2.0
99004,35,2.0,2.0,1,2.0
99008,35,2.0,2.0,1,2.0
99009,35,2.0,2.0,1,2.0
99015,35,2.0,2.0,1,2.0
99019,35,2.0,2.0,1,2.0
99026,35,2.0,2.0,1,2.0
99029,35,2.0,2.0,1,2.0
99030,35,2.0,2.0,1,2.0
99032,35,2.0,2.0,1,2.0
99037,35,2.0,2.0,1,2.0
99044,35,2.0,2.0,1,2.0
99049,35,2.0,2.0,1,4.0
99050,35,2.0,2.0,3,2.0
99051,35,4.0,2.0,3,4.0
99057,35,2.0,2.0,3,2.0
99059,35,2.0,2.0,3,2.0
99063,35,2.0,2.0,3,2.0
99070,35,2.0,2.0,3,2.0
99071,35,4.0,2.0,3,4.0
99072,35,2.0,2.0,3,2.0
99078,35,2.0,2.0,3,2.0
99079,35,2.0,2.0,3,2.0
99081,35,2.0,2.0,3,2.0
99085,35,2.0,2.0,3,2.0
99099,35,2.0,2.0,8,2.0
99107,35,2.0,2.0,1,2.0
99108,35,2.0,2.0,1,2.0
99110,35,2.0,2.0,1,2.0
99111,35,2.0,2.0,1,2.0
99117,35,2.0,2.0,1,2.0
99118,35,2.0,2.0,1,2.0
99119,35,2.0,2.0,1,2.0
99122,35,2.0,2.0,1,2.0
99125,35,2.0,2.0,1,2.0
99127,35,2.0,2.0,1,4.0
99130,35,2.0,2.0,1,2.0
99135,35,2.0,2.0,1,2.0
99137,35,4.0,2.0,1,4.0
99141,35,2.0,2.0,1,2.0
99145,35,2.0,2.0,1,2.0
99146,35,2.0,2.0,1,2.0
99147,35,2.0,2.0,1,2.0
99148,35,2.0,2.0,1,2.0
99149,35,2.0,2.0,1,2.0
99150,35,4.0,2.0,1,4.0
99153,35,2.0,2.0,1,2.0
99155,35,2.0,2.0,1,2.0
99156,35,2.0,2.0,1,2.0
99157,35,2.0,2.0,1,2.0
99158,35,2.0,2.0,1,2.0
99160,35,2.0,2.0,1,2.0
99162,35,2.0,2.0,1,2.0
99163,35,2.0,2.0,1,2.0
99164,35,2.0,2.0,1,2.0
99168,35,2.0,2.0,1,2.0
99173,35,2.0,2.0,1,2.0
99175,35,2.0,2.0,1,2.0
99177,35,2.0,2.0,1,2.0
99184,35,2.0,2.0,1,2.0
99185,35,2.0,2.0,1,2.0
99186,35,2.0,2.0,1,2.0
99187,35,2.0,2.0,1,2.0
99189,35,2.0,2.0,1,2.0
99209,35,2.0,2.0,1,2.0
99211,35,2.0,2.0,1,2.0
99229,35,2.0,2.0,1,2.0
99233,35,2.0,2.0,1,2.0
99234,35,2.0,2.0,1,2.0
99239,35,2.0,2.0,1,2.0
99241,35,2.0,2.0,1,2.0
99246,35,2.0,2.0,1,2.0
99247,35,2.0,2.0,1,2.0
99250,35,2.0,2.0,8,2.0
99256,35,4.0,2.0,8,4.0
99262,35,2.0,2.0,1,2.0
99264,35,2.0,2.0,1,2.0
99267,35,2.0,2.0,1,2.0
99269,35,2.0,2.0,1,2.0
99270,35,2.0,2.0,1,2.0
99271,35,2.0,2.0,1,2.0
99272,35,2.0,2.0,1,2.0
99274,35,2.0,2.0,1,2.0
99278,35,4.0,2.0,1,4.0
99280,35,2.0,2.0,1,2.0
